id,input_len,output_len,arrival_time,target_worker
0,81,8165,0.0,0
1,81,2663,0.0,0
2,81,4505,0.0,0
3,81,6902,0.0,0
4,81,5646,0.0,0
5,81,4513,0.0,0
6,81,3345,0.0,0
7,81,4418,0.0,0
8,157,11340,0.0,1
9,157,4139,0.0,1
10,157,16904,0.0,1
11,157,6301,0.0,1
12,157,5928,0.0,1
13,157,12477,0.0,1
14,157,10490,0.0,1
15,157,4533,0.0,1
16,132,5024,0.0,2
17,132,11311,0.0,2
18,132,5641,0.0,2
19,132,7539,0.0,2
20,132,19348,0.0,2
21,132,12965,0.0,2
22,132,8007,0.0,2
23,132,7443,0.0,2
24,122,10314,0.0,3
25,122,7940,0.0,3
26,122,11563,0.0,3
27,122,5695,0.0,3
28,122,7172,0.0,3
29,122,8353,0.0,3
30,122,9880,0.0,3
31,122,3690,0.0,3
32,112,4071,0.0,4
33,112,5899,0.0,4
34,112,3548,0.0,4
35,112,5694,0.0,4
36,112,7307,0.0,4
37,112,5124,0.0,4
38,112,6571,0.0,4
39,112,8104,0.0,4
40,136,1412,0.0,5
41,136,1029,0.0,5
42,136,2617,0.0,5
43,136,1537,0.0,5
44,136,940,0.0,5
45,136,1231,0.0,5
46,136,2615,0.0,5
47,136,2399,0.0,5
48,150,10043,0.0,6
49,150,6199,0.0,6
50,150,3887,0.0,6
51,150,4660,0.0,6
52,150,2809,0.0,6
53,150,4298,0.0,6
54,150,4318,0.0,6
55,150,1199,0.0,6
56,120,1985,0.0,7
57,120,1703,0.0,7
58,120,3079,0.0,7
59,120,3633,0.0,7
60,120,3660,0.0,7
61,120,3806,0.0,7
62,120,1885,0.0,7
63,120,3901,0.0,7
64,146,21003,0.0,0
65,146,18426,0.0,0
66,146,13955,0.0,0
67,146,14756,0.0,0
68,146,13760,0.0,0
69,146,9666,0.0,0
70,146,19977,0.0,0
71,146,18309,0.0,0
72,133,2144,0.0,1
73,133,2263,0.0,1
74,133,1648,0.0,1
75,133,2955,0.0,1
76,133,2610,0.0,1
77,133,1947,0.0,1
78,133,3424,0.0,1
79,133,2220,0.0,1
80,134,4521,0.0,2
81,134,4360,0.0,2
82,134,10611,0.0,2
83,134,6405,0.0,2
84,134,11364,0.0,2
85,134,7055,0.0,2
86,134,7094,0.0,2
87,134,4339,0.0,2
88,111,20331,0.0,3
89,111,13992,0.0,3
90,111,11843,0.0,3
91,111,8254,0.0,3
92,111,13045,0.0,3
93,111,13770,0.0,3
94,111,12561,0.0,3
95,111,19730,0.0,3
96,86,4087,0.0,4
97,86,8472,0.0,4
98,86,7964,0.0,4
99,86,7669,0.0,4
100,86,8029,0.0,4
101,86,3370,0.0,4
102,86,5323,0.0,4
103,86,6655,0.0,4
104,337,3526,0.0,5
105,337,5674,0.0,5
106,337,2389,0.0,5
107,337,5710,0.0,5
108,337,2489,0.0,5
109,337,6269,0.0,5
110,337,5128,0.0,5
111,337,3463,0.0,5
112,134,362,0.0,6
113,134,2014,0.0,6
114,134,1327,0.0,6
115,134,2450,0.0,6
116,134,1801,0.0,6
117,134,402,0.0,6
118,134,618,0.0,6
119,134,430,0.0,6
120,239,2872,0.0,7
121,239,9309,0.0,7
122,239,4196,0.0,7
123,239,8621,0.0,7
124,239,3226,0.0,7
125,239,6882,0.0,7
126,239,3883,0.0,7
127,239,11761,0.0,7
128,115,7459,0.0,0
129,115,5064,0.0,0
130,115,6060,0.0,0
131,115,5723,0.0,0
