id,input_len,output_len,arrival_time,target_worker
0,104,7012,0.0,0
1,104,3562,0.0,0
2,104,11230,0.0,0
3,104,3114,0.0,0
4,104,3204,0.0,0
5,104,10357,0.0,0
6,104,4917,0.0,0
7,104,3345,0.0,0
8,126,5427,0.0,1
9,126,8226,0.0,1
10,126,4347,0.0,1
11,126,7122,0.0,1
12,126,7145,0.0,1
13,126,5480,0.0,1
14,126,5102,0.0,1
15,126,5596,0.0,1
16,144,24304,0.0,2
17,144,11569,0.0,2
18,144,13625,0.0,2
19,144,11679,0.0,2
20,144,17086,0.0,2
21,144,18374,0.0,2
22,144,15794,0.0,2
23,144,8188,0.0,2
24,151,4146,0.0,3
25,151,5945,0.0,3
26,151,3101,0.0,3
27,151,7536,0.0,3
28,151,5258,0.0,3
29,151,3352,0.0,3
30,151,4727,0.0,3
31,151,6330,0.0,3
32,126,5233,0.0,4
33,126,5690,0.0,4
34,126,4660,0.0,4
35,126,6539,0.0,4
36,126,9524,0.0,4
37,126,3979,0.0,4
38,126,6864,0.0,4
39,126,10970,0.0,4
40,114,1605,0.0,5
41,114,1737,0.0,5
42,114,1059,0.0,5
43,114,1366,0.0,5
44,114,1389,0.0,5
45,114,1042,0.0,5
46,114,1186,0.0,5
47,114,1213,0.0,5
48,130,6535,0.0,6
49,130,2001,0.0,6
50,130,4323,0.0,6
51,130,1715,0.0,6
52,130,4301,0.0,6
53,130,11113,0.0,6
54,130,5060,0.0,6
55,130,2106,0.0,6
56,189,11985,0.0,7
57,189,8783,0.0,7
58,189,11561,0.0,7
59,189,13193,0.0,7
60,189,10457,0.0,7
61,189,8141,0.0,7
62,189,5898,0.0,7
63,189,10094,0.0,7
64,91,4915,0.0,0
65,91,9269,0.0,0
66,91,5099,0.0,0
67,91,3792,0.0,0
68,91,11358,0.0,0
69,91,3426,0.0,0
70,91,6833,0.0,0
71,91,13015,0.0,0
72,108,3877,0.0,1
73,108,7108,0.0,1
74,108,3399,0.0,1
75,108,4408,0.0,1
76,108,6565,0.0,1
77,108,3309,0.0,1
78,108,2981,0.0,1
79,108,2462,0.0,1
80,82,18195,0.0,2
81,82,16084,0.0,2
82,82,17243,0.0,2
83,82,13688,0.0,2
84,82,19676,0.0,2
85,82,15251,0.0,2
86,82,19684,0.0,2
87,82,10410,0.0,2
88,158,12452,0.0,3
89,158,15338,0.0,3
90,158,6849,0.0,3
91,158,16754,0.0,3
92,158,13581,0.0,3
93,158,16789,0.0,3
94,158,12472,0.0,3
95,158,25505,0.0,3
96,144,7056,0.0,4
97,144,2062,0.0,4
98,144,2278,0.0,4
99,144,2295,0.0,4
100,144,3074,0.0,4
101,144,1808,0.0,4
102,144,3048,0.0,4
103,144,2036,0.0,4
104,106,2285,0.0,5
105,106,4243,0.0,5
106,106,2739,0.0,5
107,106,4917,0.0,5
108,106,2854,0.0,5
109,106,2748,0.0,5
110,106,9434,0.0,5
111,106,2633,0.0,5
112,413,8712,0.0,6
113,413,8823,0.0,6
114,413,4782,0.0,6
115,413,5342,0.0,6
116,413,6455,0.0,6
117,413,6213,0.0,6
118,413,20420,0.0,6
119,413,7019,0.0,6
120,191,893,0.0,7
121,191,1689,0.0,7
122,191,2327,0.0,7
123,191,1883,0.0,7
124,191,1927,0.0,7
125,191,1778,0.0,7
126,191,1325,0.0,7
127,191,2225,0.0,7
128,161,21015,0.0,0
129,161,18977,0.0,0
130,161,18802,0.0,0
131,161,23035,0.0,0
132,161,8931,0.0,0
133,161,20031,0.0,0
134,161,19578,0.0,0
135,161,19928,0.0,0
136,90,5438,0.0,1
