id,input_len,output_len,arrival_time,target_worker
0,122,9182,0.0,0
1,122,4995,0.0,0
2,122,9940,0.0,0
3,122,7097,0.0,0
4,122,8694,0.0,0
5,122,8235,0.0,0
6,122,5439,0.0,0
7,122,14159,0.0,0
8,197,5227,0.0,1
9,197,5933,0.0,1
10,197,3923,0.0,1
11,197,7210,0.0,1
12,197,16926,0.0,1
13,197,5501,0.0,1
14,197,4348,0.0,1
15,197,3775,0.0,1
16,118,2231,0.0,2
17,118,1048,0.0,2
18,118,3468,0.0,2
19,118,1426,0.0,2
20,118,4532,0.0,2
21,118,1142,0.0,2
22,118,1514,0.0,2
23,118,3321,0.0,2
24,309,7570,0.0,3
25,309,17908,0.0,3
26,309,15328,0.0,3
27,309,17256,0.0,3
28,309,10548,0.0,3
29,309,18434,0.0,3
30,309,15967,0.0,3
31,309,9764,0.0,3
32,137,9487,0.0,4
33,137,8535,0.0,4
34,137,10696,0.0,4
35,137,9522,0.0,4
36,137,9572,0.0,4
37,137,9656,0.0,4
38,137,10544,0.0,4
39,137,11488,0.0,4
40,99,1867,0.0,5
41,99,1776,0.0,5
42,99,1739,0.0,5
43,99,2351,0.0,5
44,99,671,0.0,5
45,99,1203,0.0,5
46,99,2112,0.0,5
47,99,3652,0.0,5
48,166,6074,0.0,6
49,166,7887,0.0,6
50,166,3544,0.0,6
51,166,8329,0.0,6
52,166,8917,0.0,6
53,166,9853,0.0,6
54,166,6972,0.0,6
55,166,9815,0.0,6
56,135,2939,0.0,7
57,135,8245,0.0,7
58,135,5540,0.0,7
59,135,2312,0.0,7
60,135,3692,0.0,7
61,135,4133,0.0,7
62,135,3948,0.0,7
63,135,6218,0.0,7
64,141,8180,0.0,0
65,141,12665,0.0,0
66,141,7447,0.0,0
67,141,9764,0.0,0
68,141,10801,0.0,0
69,141,9171,0.0,0
70,141,9910,0.0,0
71,141,10440,0.0,0
72,206,14164,0.0,1
73,206,18309,0.0,1
74,206,2639,0.0,1
75,206,15222,0.0,1
76,206,15335,0.0,1
77,206,17395,0.0,1
78,206,5464,0.0,1
79,206,13160,0.0,1
80,122,3097,0.0,2
81,122,5952,0.0,2
82,122,5398,0.0,2
83,122,4015,0.0,2
84,122,1997,0.0,2
85,122,2867,0.0,2
86,122,2824,0.0,2
87,122,6175,0.0,2
88,181,5621,0.0,3
89,181,2798,0.0,3
90,181,2462,0.0,3
91,181,7134,0.0,3
92,181,16444,0.0,3
93,181,14804,0.0,3
94,181,13279,0.0,3
95,181,18338,0.0,3
96,135,1560,0.0,4
97,135,4834,0.0,4
98,135,2547,0.0,4
99,135,1786,0.0,4
100,135,1859,0.0,4
101,135,2184,0.0,4
102,135,1970,0.0,4
103,135,2649,0.0,4
104,135,3813,0.0,5
105,135,2762,0.0,5
106,135,3790,0.0,5
107,135,3608,0.0,5
108,135,3473,0.0,5
109,135,2388,0.0,5
110,135,1649,0.0,5
111,135,2980,0.0,5
112,139,2342,0.0,6
113,139,1466,0.0,6
114,139,2636,0.0,6
115,139,1684,0.0,6
116,139,1566,0.0,6
117,139,2175,0.0,6
118,139,1307,0.0,6
119,139,2686,0.0,6
120,117,5892,0.0,7
121,117,5159,0.0,7
122,117,3702,0.0,7
123,117,3095,0.0,7
124,117,8949,0.0,7
125,117,4613,0.0,7
126,117,5985,0.0,7
127,117,2556,0.0,7
128,119,13696,0.0,0
129,119,14769,0.0,0
130,119,11745,0.0,0
131,119,8937,0.0,0
132,119,16471,0.0,0
133,119,11523,0.0,0
134,119,11024,0.0,0
135,119,10812,0.0,0
136,324,9345,0.0,1
137,324,3047,0.0,1
138,324,8848,0.0,1
139,324,9775,0.0,1
140,324,6977,0.0,1
141,324,2530,0.0,1
142,324,3003,0.0,1
143,324,4769,0.0,1
144,95,2245,0.0,2
145,95,3690,0.0,2
146,95,2295,0.0,2
147,95,2732,0.0,2
148,95,2305,0.0,2
149,95,1985,0.0,2
150,95,1312,0.0,2
151,95,3335,0.0,2
152,199,3981,0.0,3
153,199,5034,0.0,3
154,199,2761,0.0,3
155,199,2905,0.0,3
156,199,19083,0.0,3
157,199,4090,0.0,3
158,199,5968,0.0,3
159,199,3866,0.0,3
160,149,4963,0.0,4
161,149,6292,0.0,4
162,149,6428,0.0,4
163,149,6263,0.0,4
164,149,9229,0.0,4
165,149,4212,0.0,4
166,149,4743,0.0,4
167,149,4313,0.0,4
168,155,11502,0.0,5
169,155,11860,0.0,5
170,155,19456,0.0,5
171,155,23280,0.0,5
172,155,18561,0.0,5
173,155,17192,0.0,5
174,155,20956,0.0,5
175,155,17269,0.0,5
176,74,1600,0.0,6
177,74,1509,0.0,6
178,74,2044,0.0,6
179,74,1736,0.0,6
180,74,2252,0.0,6
181,74,1484,0.0,6
182,74,2398,0.0,6
183,74,3840,0.0,6
184,140,1862,0.0,7
185,140,3223,0.0,7
186,140,3866,0.0,7
187,140,7921,0.0,7
188,140,3776,0.0,7
189,140,8221,0.0,7
190,140,5262,0.0,7
191,140,13449,0.0,7
192,111,16421,0.0,0
193,111,14439,0.0,0
194,111,12548,0.0,0
195,111,19144,0.0,0
196,111,16707,0.0,0
197,111,13250,0.0,0
198,111,15275,0.0,0
199,111,14029,0.0,0
200,116,3520,0.0,1
201,116,4109,0.0,1
202,116,3332,0.0,1
203,116,2100,0.0,1
204,116,3540,0.0,1
205,116,3415,0.0,1
206,116,3092,0.0,1
207,116,1777,0.0,1
208,93,6325,0.0,2
209,93,1864,0.0,2
210,93,2957,0.0,2
211,93,4731,0.0,2
212,93,3743,0.0,2
213,93,3148,0.0,2
214,93,4364,0.0,2
215,93,5571,0.0,2
216,121,1273,0.0,3
217,121,2377,0.0,3
218,121,1465,0.0,3
219,121,3217,0.0,3
220,121,1452,0.0,3
221,121,1806,0.0,3
222,121,582,0.0,3
223,121,1588,0.0,3
224,129,14654,0.0,4
225,129,20984,0.0,4
226,129,9853,0.0,4
227,129,18406,0.0,4
228,129,16306,0.0,4
229,129,10790,0.0,4
230,129,18555,0.0,4
231,129,14787,0.0,4
232,110,16566,0.0,5
233,110,9284,0.0,5
234,110,14322,0.0,5
235,110,13566,0.0,5
236,110,10555,0.0,5
237,110,15211,0.0,5
238,110,9585,0.0,5
239,110,15770,0.0,5
240,154,5667,0.0,6
241,154,3880,0.0,6
242,154,4348,0.0,6
243,154,3009,0.0,6
244,154,3615,0.0,6
245,154,7825,0.0,6
246,154,4012,0.0,6
247,154,3575,0.0,6
248,154,8889,0.0,7
249,154,10265,0.0,7
250,154,7316,0.0,7
251,154,10799,0.0,7
252,154,12757,0.0,7
253,154,10557,0.0,7
254,154,13446,0.0,7
255,154,10382,0.0,7
256,142,6546,0.0,0
257,142,12580,0.0,0
258,142,15646,0.0,0
259,142,7120,0.0,0
260,142,8615,0.0,0
261,142,12453,0.0,0
262,142,10740,0.0,0
263,142,10550,0.0,0
264,147,8006,0.0,1
265,147,7252,0.0,1
266,147,14522,0.0,1
267,147,11689,0.0,1
268,147,18906,0.0,1
269,147,7595,0.0,1
270,147,9624,0.0,1
271,147,6641,0.0,1
272,129,15151,0.0,2
273,129,14391,0.0,2
274,129,5664,0.0,2
275,129,18841,0.0,2
276,129,8480,0.0,2
277,129,13565,0.0,2
278,129,12089,0.0,2
279,129,5372,0.0,2
280,149,13831,0.0,3
281,149,8457,0.0,3
282,149,9653,0.0,3
283,149,5291,0.0,3
284,149,10342,0.0,3
285,149,5507,0.0,3
286,149,7369,0.0,3
287,149,4104,0.0,3
288,189,2882,0.0,4
289,189,4315,0.0,4
290,189,2474,0.0,4
291,189,2875,0.0,4
292,189,3266,0.0,4
293,189,2450,0.0,4
294,189,2508,0.0,4
295,189,3702,0.0,4
296,188,13088,0.0,5
297,188,8585,0.0,5
298,188,14459,0.0,5
299,188,8747,0.0,5
300,188,13393,0.0,5
301,188,13367,0.0,5
302,188,9881,0.0,5
303,188,10617,0.0,5
304,115,7090,0.0,6
305,115,7570,0.0,6
306,115,6069,0.0,6
307,115,5710,0.0,6
308,115,6406,0.0,6
309,115,11524,0.0,6
310,115,5123,0.0,6
311,115,4788,0.0,6
312,128,5643,0.0,7
313,128,11878,0.0,7
314,128,10791,0.0,7
315,128,10321,0.0,7
316,128,13533,0.0,7
317,128,12432,0.0,7
318,128,14333,0.0,7
319,128,12898,0.0,7
320,156,5526,0.0,0
321,156,6434,0.0,0
322,156,5300,0.0,0
323,156,4848,0.0,0
324,156,9726,0.0,0
325,156,8400,0.0,0
326,156,5868,0.0,0
327,156,12029,0.0,0
328,157,2766,0.0,1
329,157,1951,0.0,1
330,157,3571,0.0,1
331,157,6822,0.0,1
332,157,2818,0.0,1
333,157,2913,0.0,1
334,157,3804,0.0,1
335,157,1901,0.0,1
336,112,20346,0.0,2
337,112,8580,0.0,2
338,112,19864,0.0,2
339,112,22208,0.0,2
340,112,15300,0.0,2
341,112,12733,0.0,2
342,112,17438,0.0,2
343,112,7579,0.0,2
344,160,4679,0.0,3
345,160,2907,0.0,3
346,160,2109,0.0,3
347,160,5139,0.0,3
348,160,2213,0.0,3
349,160,2071,0.0,3
350,160,5664,0.0,3
351,160,2336,0.0,3
352,80,2638,0.0,4
353,80,3437,0.0,4
354,80,2264,0.0,4
355,80,3237,0.0,4
356,80,5540,0.0,4
357,80,3543,0.0,4
358,80,2785,0.0,4
359,80,3220,0.0,4
360,68,1171,0.0,5
361,68,1135,0.0,5
362,68,1340,0.0,5
363,68,259,0.0,5
364,68,863,0.0,5
365,68,1222,0.0,5
366,68,432,0.0,5
367,68,918,0.0,5
368,177,1390,0.0,6
369,177,2569,0.0,6
370,177,732,0.0,6
371,177,1904,0.0,6
372,177,2202,0.0,6
373,177,533,0.0,6
374,177,482,0.0,6
375,177,1128,0.0,6
376,143,8748,0.0,7
377,143,13024,0.0,7
378,143,15527,0.0,7
379,143,10259,0.0,7
380,143,11324,0.0,7
381,143,14804,0.0,7
382,143,14735,0.0,7
383,143,8303,0.0,7
384,84,1742,0.0,0
385,84,1891,0.0,0
386,84,1797,0.0,0
387,84,1220,0.0,0
388,84,2247,0.0,0
389,84,1375,0.0,0
390,84,1356,0.0,0
391,84,2431,0.0,0
392,96,13973,0.0,1
393,96,10440,0.0,1
394,96,14950,0.0,1
395,96,13454,0.0,1
396,96,8397,0.0,1
397,96,12473,0.0,1
398,96,8012,0.0,1
399,96,4394,0.0,1
400,138,1008,0.0,2
401,138,3497,0.0,2
402,138,1075,0.0,2
403,138,2171,0.0,2
404,138,1694,0.0,2
405,138,1813,0.0,2
406,138,1059,0.0,2
407,138,1578,0.0,2
408,148,6693,0.0,3
409,148,4200,0.0,3
410,148,14361,0.0,3
411,148,5426,0.0,3
412,148,7404,0.0,3
413,148,5529,0.0,3
414,148,4957,0.0,3
415,148,3362,0.0,3
416,163,2834,0.0,4
417,163,4260,0.0,4
418,163,2259,0.0,4
419,163,2541,0.0,4
420,163,3172,0.0,4
421,163,3244,0.0,4
422,163,2700,0.0,4
423,163,2336,0.0,4
424,117,5727,0.0,5
425,117,13970,0.0,5
426,117,11978,0.0,5
427,117,16684,0.0,5
428,117,6800,0.0,5
429,117,15075,0.0,5
430,117,13327,0.0,5
431,117,13393,0.0,5
432,115,2935,0.0,6
433,115,3058,0.0,6
434,115,3992,0.0,6
435,115,1777,0.0,6
436,115,3357,0.0,6
437,115,2440,0.0,6
438,115,2094,0.0,6
439,115,2588,0.0,6
440,142,5571,0.0,7
441,142,4395,0.0,7
442,142,3720,0.0,7
443,142,3976,0.0,7
444,142,4479,0.0,7
445,142,3765,0.0,7
446,142,3003,0.0,7
447,142,4438,0.0,7
448,331,10932,0.0,0
449,331,10435,0.0,0
450,331,12640,0.0,0
451,331,4821,0.0,0
452,331,6395,0.0,0
453,331,6783,0.0,0
454,331,5618,0.0,0
455,331,5916,0.0,0
456,133,749,0.0,1
457,133,536,0.0,1
458,133,2443,0.0,1
459,133,512,0.0,1
460,133,1587,0.0,1
461,133,562,0.0,1
462,133,2248,0.0,1
463,133,771,0.0,1
464,90,6065,0.0,2
465,90,3675,0.0,2
466,90,3681,0.0,2
467,90,3312,0.0,2
468,90,5026,0.0,2
469,90,5589,0.0,2
470,90,6734,0.0,2
471,90,8682,0.0,2
472,81,683,0.0,3
473,81,3704,0.0,3
474,81,742,0.0,3
475,81,2847,0.0,3
476,81,3451,0.0,3
477,81,2369,0.0,3
478,81,686,0.0,3
479,81,2069,0.0,3
480,125,7432,0.0,4
481,125,1180,0.0,4
482,125,4156,0.0,4
483,125,3479,0.0,4
484,125,3636,0.0,4
485,125,3783,0.0,4
486,125,6706,0.0,4
487,125,1219,0.0,4
488,140,4006,0.0,5
489,140,6837,0.0,5
490,140,3869,0.0,5
491,140,6035,0.0,5
492,140,4511,0.0,5
493,140,6693,0.0,5
494,140,3630,0.0,5
495,140,3459,0.0,5
496,187,17400,0.0,6
497,187,12650,0.0,6
498,187,9567,0.0,6
499,187,9355,0.0,6
500,187,10382,0.0,6
501,187,16612,0.0,6
502,187,14488,0.0,6
503,187,12135,0.0,6
504,121,1835,0.0,7
505,121,2693,0.0,7
506,121,2225,0.0,7
507,121,1884,0.0,7
508,121,1871,0.0,7
509,121,3633,0.0,7
