id,input_len,output_len,arrival_time,target_worker
0,144,10681,0.0,0
1,144,10800,0.0,0
2,144,11994,0.0,0
3,144,11640,0.0,0
4,144,18016,0.0,0
5,144,19372,0.0,0
6,144,10630,0.0,0
7,144,14224,0.0,0
8,155,4604,0.0,1
9,155,3391,0.0,1
10,155,2429,0.0,1
11,155,3548,0.0,1
12,155,2301,0.0,1
13,155,1550,0.0,1
14,155,2043,0.0,1
15,155,3161,0.0,1
16,256,19715,0.0,2
17,256,9329,0.0,2
18,256,8029,0.0,2
19,256,11013,0.0,2
20,256,8167,0.0,2
21,256,13467,0.0,2
22,256,14703,0.0,2
23,256,15178,0.0,2
24,134,4487,0.0,3
25,134,3066,0.0,3
26,134,1849,0.0,3
27,134,6870,0.0,3
28,134,2920,0.0,3
29,134,2366,0.0,3
30,134,4644,0.0,3
31,134,5423,0.0,3
32,125,9258,0.0,4
33,125,5702,0.0,4
34,125,9199,0.0,4
35,125,5788,0.0,4
36,125,6099,0.0,4
37,125,5416,0.0,4
38,125,7413,0.0,4
39,125,4494,0.0,4
40,105,3576,0.0,5
41,105,8833,0.0,5
42,105,8982,0.0,5
43,105,2123,0.0,5
44,105,6107,0.0,5
45,105,2698,0.0,5
46,105,5732,0.0,5
47,105,1633,0.0,5
48,144,1147,0.0,6
49,144,1137,0.0,6
50,144,740,0.0,6
51,144,810,0.0,6
52,144,3026,0.0,6
53,144,1870,0.0,6
54,144,1563,0.0,6
55,144,2261,0.0,6
56,148,6193,0.0,7
57,148,13208,0.0,7
58,148,9263,0.0,7
59,148,2216,0.0,7
60,148,2999,0.0,7
61,148,12784,0.0,7
62,148,4726,0.0,7
63,148,4445,0.0,7
64,108,12263,0.0,0
65,108,5001,0.0,0
66,108,8266,0.0,0
67,108,13695,0.0,0
68,108,1848,0.0,0
69,108,2873,0.0,0
70,108,14809,0.0,0
71,108,16211,0.0,0
72,98,2813,0.0,1
73,98,3820,0.0,1
74,98,4778,0.0,1
75,98,2432,0.0,1
76,98,4817,0.0,1
77,98,3543,0.0,1
78,98,5251,0.0,1
79,98,4914,0.0,1
80,251,6286,0.0,2
81,251,9636,0.0,2
82,251,7931,0.0,2
83,251,5732,0.0,2
84,251,8016,0.0,2
85,251,5476,0.0,2
86,251,13533,0.0,2
87,251,5046,0.0,2
88,176,5815,0.0,3
89,176,5457,0.0,3
90,176,6057,0.0,3
91,176,7509,0.0,3
92,176,5391,0.0,3
93,176,6855,0.0,3
94,176,4476,0.0,3
95,176,4658,0.0,3
96,93,3579,0.0,4
97,93,2510,0.0,4
98,93,2610,0.0,4
99,93,6205,0.0,4
100,93,2318,0.0,4
101,93,5624,0.0,4
102,93,3556,0.0,4
103,93,3760,0.0,4
104,134,18186,0.0,5
105,134,10688,0.0,5
106,134,11321,0.0,5
107,134,11355,0.0,5
108,134,10931,0.0,5
109,134,4421,0.0,5
110,134,12849,0.0,5
111,134,10802,0.0,5
112,158,7230,0.0,6
113,158,9837,0.0,6
114,158,11119,0.0,6
115,158,7435,0.0,6
116,158,6675,0.0,6
117,158,8804,0.0,6
118,158,7895,0.0,6
119,158,7999,0.0,6
120,156,3505,0.0,7
121,156,4038,0.0,7
122,156,6070,0.0,7
123,156,5456,0.0,7
124,156,8306,0.0,7
125,156,4280,0.0,7
126,156,2570,0.0,7
127,156,3685,0.0,7
128,113,8402,0.0,0
129,113,13689,0.0,0
130,113,5519,0.0,0
131,113,12279,0.0,0
132,113,6116,0.0,0
133,113,10424,0.0,0
134,113,7810,0.0,0
135,113,9439,0.0,0
136,151,2599,0.0,1
137,151,3814,0.0,1
138,151,3807,0.0,1
139,151,2941,0.0,1
140,151,3699,0.0,1
141,151,3245,0.0,1
142,151,4629,0.0,1
143,151,2674,0.0,1
144,109,4762,0.0,2
145,109,5097,0.0,2
146,109,5709,0.0,2
147,109,3582,0.0,2
148,109,4963,0.0,2
149,109,5534,0.0,2
150,109,4760,0.0,2
151,109,4470,0.0,2
152,114,1357,0.0,3
153,114,2240,0.0,3
154,114,2906,0.0,3
155,114,1477,0.0,3
156,114,3261,0.0,3
157,114,1445,0.0,3
158,114,2291,0.0,3
159,114,1662,0.0,3
160,111,7047,0.0,4
161,111,9904,0.0,4
162,111,8127,0.0,4
163,111,9044,0.0,4
164,111,10294,0.0,4
165,111,4114,0.0,4
166,111,10787,0.0,4
167,111,3180,0.0,4
168,106,1112,0.0,5
169,106,2479,0.0,5
170,106,2916,0.0,5
171,106,1269,0.0,5
172,106,3247,0.0,5
173,106,2525,0.0,5
174,106,2315,0.0,5
175,106,2226,0.0,5
176,131,6492,0.0,6
177,131,5667,0.0,6
178,131,9102,0.0,6
179,131,5426,0.0,6
180,131,5601,0.0,6
181,131,7557,0.0,6
182,131,7179,0.0,6
183,131,7464,0.0,6
184,95,2899,0.0,7
185,95,3919,0.0,7
186,95,3335,0.0,7
187,95,3665,0.0,7
188,95,4280,0.0,7
189,95,3173,0.0,7
190,95,1624,0.0,7
191,95,4056,0.0,7
192,93,7520,0.0,0
193,93,8682,0.0,0
194,93,8794,0.0,0
195,93,9696,0.0,0
196,93,11257,0.0,0
197,93,6807,0.0,0
198,93,10655,0.0,0
199,93,7776,0.0,0
200,200,13742,0.0,1
201,200,21437,0.0,1
202,200,6024,0.0,1
203,200,16578,0.0,1
204,200,17070,0.0,1
205,200,5799,0.0,1
206,200,16655,0.0,1
207,200,14794,0.0,1
208,145,3571,0.0,2
209,145,3139,0.0,2
210,145,2916,0.0,2
211,145,3540,0.0,2
212,145,3146,0.0,2
213,145,3830,0.0,2
214,145,2398,0.0,2
215,145,3969,0.0,2
216,171,6737,0.0,3
217,171,6106,0.0,3
218,171,7614,0.0,3
219,171,5685,0.0,3
220,171,4905,0.0,3
221,171,6965,0.0,3
222,171,5670,0.0,3
223,171,4466,0.0,3
224,107,10243,0.0,4
225,107,9705,0.0,4
226,107,9883,0.0,4
227,107,8970,0.0,4
228,107,9440,0.0,4
229,107,8787,0.0,4
230,107,9473,0.0,4
231,107,7547,0.0,4
232,208,9908,0.0,5
233,208,7301,0.0,5
234,208,7190,0.0,5
235,208,6601,0.0,5
236,208,7628,0.0,5
237,208,6495,0.0,5
238,208,8820,0.0,5
239,208,16927,0.0,5
240,159,8651,0.0,6
241,159,4357,0.0,6
242,159,6619,0.0,6
243,159,3672,0.0,6
244,159,6086,0.0,6
245,159,6417,0.0,6
246,159,3196,0.0,6
247,159,5038,0.0,6
248,93,3919,0.0,7
249,93,3449,0.0,7
250,93,810,0.0,7
251,93,3504,0.0,7
252,93,1700,0.0,7
253,93,1251,0.0,7
254,93,1591,0.0,7
255,93,2196,0.0,7
256,148,12960,0.0,0
257,148,5835,0.0,0
258,148,6916,0.0,0
259,148,20524,0.0,0
260,148,5612,0.0,0
261,148,15450,0.0,0
262,148,18170,0.0,0
263,148,15029,0.0,0
264,102,826,0.0,1
265,102,378,0.0,1
266,102,537,0.0,1
267,102,385,0.0,1
268,102,399,0.0,1
269,102,543,0.0,1
270,102,418,0.0,1
271,102,533,0.0,1
272,187,15985,0.0,2
273,187,17827,0.0,2
274,187,5271,0.0,2
275,187,6299,0.0,2
276,187,14111,0.0,2
277,187,7145,0.0,2
278,187,8330,0.0,2
279,187,16638,0.0,2
280,161,2842,0.0,3
281,161,2382,0.0,3
282,161,3644,0.0,3
283,161,6252,0.0,3
284,161,4063,0.0,3
285,161,2558,0.0,3
286,161,3899,0.0,3
287,161,2809,0.0,3
288,766,3552,0.0,4
289,766,3136,0.0,4
290,766,1573,0.0,4
291,766,5280,0.0,4
292,766,1714,0.0,4
293,766,2610,0.0,4
294,766,1734,0.0,4
295,766,3104,0.0,4
296,195,12400,0.0,5
297,195,9289,0.0,5
298,195,10612,0.0,5
299,195,7967,0.0,5
300,195,13354,0.0,5
301,195,14172,0.0,5
302,195,9396,0.0,5
303,195,13774,0.0,5
304,101,4486,0.0,6
305,101,3753,0.0,6
306,101,1779,0.0,6
307,101,3062,0.0,6
308,101,3649,0.0,6
309,101,3432,0.0,6
310,101,4277,0.0,6
311,101,2392,0.0,6
312,123,2566,0.0,7
313,123,869,0.0,7
314,123,2263,0.0,7
315,123,1558,0.0,7
316,123,2198,0.0,7
317,123,2433,0.0,7
318,123,1339,0.0,7
319,123,1638,0.0,7
320,250,10622,0.0,0
321,250,10037,0.0,0
322,250,7640,0.0,0
323,250,10158,0.0,0
324,250,9525,0.0,0
325,250,10038,0.0,0
326,250,11212,0.0,0
327,250,9382,0.0,0
328,130,4878,0.0,1
329,130,6504,0.0,1
330,130,5040,0.0,1
331,130,4134,0.0,1
332,130,4483,0.0,1
333,130,4339,0.0,1
334,130,5505,0.0,1
335,130,8204,0.0,1
336,107,3689,0.0,2
337,107,5496,0.0,2
338,107,4758,0.0,2
339,107,3046,0.0,2
340,107,4578,0.0,2
341,107,4854,0.0,2
342,107,5392,0.0,2
343,107,5493,0.0,2
344,140,5694,0.0,3
345,140,7769,0.0,3
346,140,2985,0.0,3
347,140,3251,0.0,3
348,140,3679,0.0,3
349,140,3382,0.0,3
350,140,5064,0.0,3
