id,input_len,output_len,arrival_time,target_worker
0,110,5169,0.0,0
1,110,7003,0.0,0
2,110,3029,0.0,0
3,110,3740,0.0,0
4,110,4771,0.0,0
5,110,3818,0.0,0
6,110,4809,0.0,0
7,110,4315,0.0,0
8,136,5042,0.0,1
9,136,5410,0.0,1
10,136,3866,0.0,1
11,136,3771,0.0,1
12,136,4624,0.0,1
13,136,3606,0.0,1
14,136,2024,0.0,1
15,136,3924,0.0,1
16,116,6765,0.0,2
17,116,14459,0.0,2
18,116,16989,0.0,2
19,116,9099,0.0,2
20,116,9327,0.0,2
21,116,9103,0.0,2
22,116,15901,0.0,2
23,116,12990,0.0,2
24,138,6230,0.0,3
25,138,9710,0.0,3
26,138,7665,0.0,3
27,138,10699,0.0,3
28,138,8235,0.0,3
29,138,8620,0.0,3
30,138,6406,0.0,3
31,138,10228,0.0,3
32,106,2265,0.0,4
33,106,1783,0.0,4
34,106,1792,0.0,4
35,106,2514,0.0,4
36,106,3058,0.0,4
37,106,1461,0.0,4
38,106,2181,0.0,4
39,106,2091,0.0,4
40,108,2603,0.0,5
41,108,3923,0.0,5
42,108,3715,0.0,5
43,108,2691,0.0,5
44,108,2670,0.0,5
45,108,2909,0.0,5
46,108,2619,0.0,5
47,108,3439,0.0,5
48,138,12121,0.0,6
49,138,14442,0.0,6
50,138,13886,0.0,6
51,138,11045,0.0,6
52,138,6591,0.0,6
53,138,10699,0.0,6
54,138,17237,0.0,6
55,138,16559,0.0,6
56,172,7602,0.0,7
57,172,6992,0.0,7
58,172,6461,0.0,7
59,172,7829,0.0,7
60,172,12979,0.0,7
61,172,7223,0.0,7
62,172,8289,0.0,7
63,172,8063,0.0,7
64,102,4221,0.0,0
65,102,6790,0.0,0
66,102,5280,0.0,0
67,102,6528,0.0,0
68,102,5341,0.0,0
69,102,4771,0.0,0
70,102,5865,0.0,0
71,102,6439,0.0,0
72,129,2647,0.0,1
73,129,2478,0.0,1
74,129,4673,0.0,1
75,129,1516,0.0,1
76,129,3218,0.0,1
77,129,3990,0.0,1
78,129,4874,0.0,1
79,129,3665,0.0,1
80,393,12719,0.0,2
81,393,17377,0.0,2
82,393,15651,0.0,2
83,393,17269,0.0,2
84,393,15501,0.0,2
85,393,18134,0.0,2
86,393,21999,0.0,2
87,393,17462,0.0,2
88,78,3847,0.0,3
89,78,3990,0.0,3
90,78,1748,0.0,3
91,78,4652,0.0,3
92,78,3450,0.0,3
93,78,3364,0.0,3
94,78,4243,0.0,3
95,78,3976,0.0,3
96,175,13126,0.0,4
97,175,12801,0.0,4
98,175,18281,0.0,4
99,175,15587,0.0,4
100,175,8951,0.0,4
101,175,13366,0.0,4
