id,input_len,output_len,arrival_time,target_worker
0,145,3550,0.0,0
1,145,5544,0.0,0
2,145,4480,0.0,0
3,145,4782,0.0,0
4,145,4773,0.0,0
5,145,6826,0.0,0
6,145,4482,0.0,0
7,145,6783,0.0,0
8,119,9004,0.0,1
9,119,9342,0.0,1
10,119,11103,0.0,1
11,119,14341,0.0,1
12,119,10964,0.0,1
13,119,11053,0.0,1
14,119,9430,0.0,1
15,119,11525,0.0,1
16,162,4317,0.0,2
17,162,8122,0.0,2
18,162,3019,0.0,2
19,162,3253,0.0,2
20,162,3581,0.0,2
21,162,3836,0.0,2
22,162,3154,0.0,2
23,162,3708,0.0,2
24,126,3568,0.0,3
25,126,5821,0.0,3
26,126,4524,0.0,3
27,126,697,0.0,3
28,126,3612,0.0,3
29,126,4874,0.0,3
30,126,2641,0.0,3
31,126,5381,0.0,3
32,94,5624,0.0,4
33,94,7263,0.0,4
34,94,5013,0.0,4
35,94,6434,0.0,4
36,94,797,0.0,4
37,94,6459,0.0,4
38,94,4975,0.0,4
39,94,3299,0.0,4
40,140,7610,0.0,5
41,140,15483,0.0,5
42,140,10603,0.0,5
43,140,8800,0.0,5
44,140,6867,0.0,5
45,140,9025,0.0,5
46,140,7042,0.0,5
47,140,10124,0.0,5
48,112,9602,0.0,6
49,112,8655,0.0,6
50,112,7353,0.0,6
51,112,5649,0.0,6
52,112,7000,0.0,6
53,112,8229,0.0,6
54,112,6236,0.0,6
55,112,6185,0.0,6
56,147,9234,0.0,7
57,147,6591,0.0,7
58,147,8838,0.0,7
59,147,4554,0.0,7
60,147,13148,0.0,7
61,147,8908,0.0,7
62,147,8891,0.0,7
63,147,12340,0.0,7
64,100,2016,0.0,0
65,100,7811,0.0,0
66,100,6030,0.0,0
67,100,5743,0.0,0
68,100,2018,0.0,0
69,100,6397,0.0,0
70,100,5707,0.0,0
71,100,18031,0.0,0
72,141,7193,0.0,1
73,141,15044,0.0,1
74,141,10162,0.0,1
