id,input_len,output_len,arrival_time,target_worker
0,88,15023,0.0,0
1,88,17519,0.0,0
2,88,12823,0.0,0
3,88,17896,0.0,0
4,88,12655,0.0,0
5,88,13818,0.0,0
6,88,17325,0.0,0
7,88,19571,0.0,0
8,215,19322,0.0,1
9,215,16208,0.0,1
10,215,7379,0.0,1
11,215,6710,0.0,1
12,215,14593,0.0,1
13,215,17071,0.0,1
14,215,17312,0.0,1
15,215,7519,0.0,1
16,76,1923,0.0,2
17,76,1273,0.0,2
18,76,2159,0.0,2
19,76,2182,0.0,2
20,76,2499,0.0,2
21,76,2432,0.0,2
22,76,2225,0.0,2
23,76,1631,0.0,2
24,155,12574,0.0,3
25,155,17226,0.0,3
26,155,16018,0.0,3
27,155,9800,0.0,3
28,155,15696,0.0,3
29,155,11957,0.0,3
30,155,11018,0.0,3
31,155,10746,0.0,3
32,191,15786,0.0,4
33,191,14344,0.0,4
34,191,18190,0.0,4
35,191,10001,0.0,4
36,191,9928,0.0,4
37,191,13872,0.0,4
38,191,17588,0.0,4
39,191,18714,0.0,4
40,179,8446,0.0,5
41,179,11598,0.0,5
42,179,16324,0.0,5
43,179,15446,0.0,5
44,179,14641,0.0,5
45,179,11891,0.0,5
46,179,13074,0.0,5
47,179,11952,0.0,5
48,125,1440,0.0,6
49,125,5856,0.0,6
50,125,9218,0.0,6
51,125,3086,0.0,6
52,125,4755,0.0,6
53,125,7667,0.0,6
54,125,3325,0.0,6
55,125,5804,0.0,6
56,201,17395,0.0,7
57,201,15690,0.0,7
58,201,19123,0.0,7
59,201,11220,0.0,7
60,201,12357,0.0,7
61,201,15273,0.0,7
62,201,16500,0.0,7
63,201,17799,0.0,7
64,156,3807,0.0,0
65,156,4337,0.0,0
66,156,3212,0.0,0
67,156,3633,0.0,0
68,156,2000,0.0,0
69,156,3482,0.0,0
70,156,1925,0.0,0
71,156,4855,0.0,0
72,229,3597,0.0,1
73,229,14100,0.0,1
74,229,4191,0.0,1
75,229,13735,0.0,1
76,229,1993,0.0,1
77,229,6656,0.0,1
78,229,5867,0.0,1
79,229,5219,0.0,1
80,179,14988,0.0,2
81,179,13964,0.0,2
82,179,7483,0.0,2
83,179,14087,0.0,2
84,179,12534,0.0,2
85,179,10754,0.0,2
86,179,13201,0.0,2
87,179,11628,0.0,2
88,248,1834,0.0,3
89,248,2209,0.0,3
90,248,2164,0.0,3
91,248,2848,0.0,3
92,248,3846,0.0,3
93,248,2303,0.0,3
94,248,1729,0.0,3
95,248,2683,0.0,3
96,147,4177,0.0,4
97,147,3176,0.0,4
98,147,7810,0.0,4
99,147,3472,0.0,4
100,147,7042,0.0,4
101,147,5677,0.0,4
102,147,2316,0.0,4
103,147,5060,0.0,4
104,163,11875,0.0,5
105,163,18921,0.0,5
106,163,13865,0.0,5
107,163,12486,0.0,5
108,163,5745,0.0,5
109,163,15484,0.0,5
110,163,21316,0.0,5
111,163,8118,0.0,5
112,89,15424,0.0,6
113,89,19934,0.0,6
114,89,15501,0.0,6
115,89,17498,0.0,6
116,89,13963,0.0,6
117,89,16527,0.0,6
118,89,18240,0.0,6
119,89,17306,0.0,6
120,128,16208,0.0,7
121,128,10187,0.0,7
122,128,13042,0.0,7
123,128,12369,0.0,7
124,128,7291,0.0,7
125,128,10526,0.0,7
126,128,10054,0.0,7
127,128,10329,0.0,7
128,105,6216,0.0,0
129,105,10110,0.0,0
130,105,9222,0.0,0
131,105,8302,0.0,0
132,105,6992,0.0,0
133,105,11618,0.0,0
134,105,6305,0.0,0
135,105,14323,0.0,0
136,123,1446,0.0,1
137,123,4606,0.0,1
138,123,2785,0.0,1
139,123,3694,0.0,1
140,123,1837,0.0,1
141,123,3118,0.0,1
142,123,3315,0.0,1
143,123,2823,0.0,1
144,87,17970,0.0,2
145,87,10176,0.0,2
146,87,12503,0.0,2
147,87,14042,0.0,2
148,87,13588,0.0,2
149,87,18260,0.0,2
150,87,9640,0.0,2
151,87,17042,0.0,2
152,177,11559,0.0,3
153,177,8542,0.0,3
154,177,5935,0.0,3
155,177,8654,0.0,3
156,177,10968,0.0,3
157,177,19698,0.0,3
158,177,10467,0.0,3
159,177,7782,0.0,3
160,179,8284,0.0,4
161,179,4232,0.0,4
162,179,8289,0.0,4
163,179,8519,0.0,4
164,179,5448,0.0,4
165,179,5488,0.0,4
166,179,6811,0.0,4
167,179,5754,0.0,4
168,137,7495,0.0,5
169,137,12833,0.0,5
170,137,10848,0.0,5
171,137,7467,0.0,5
172,137,10511,0.0,5
173,137,5567,0.0,5
174,137,8716,0.0,5
175,137,7853,0.0,5
176,74,4033,0.0,6
177,74,2078,0.0,6
178,74,4160,0.0,6
179,74,3987,0.0,6
180,74,4030,0.0,6
181,74,4521,0.0,6
182,74,2666,0.0,6
183,74,4629,0.0,6
184,253,11598,0.0,7
185,253,8833,0.0,7
186,253,6591,0.0,7
187,253,7318,0.0,7
188,253,6567,0.0,7
189,253,3480,0.0,7
190,253,7630,0.0,7
191,253,5705,0.0,7
192,165,1792,0.0,0
193,165,2380,0.0,0
194,165,2846,0.0,0
195,165,2723,0.0,0
196,165,1619,0.0,0
197,165,4431,0.0,0
198,165,3172,0.0,0
199,165,1926,0.0,0
200,162,3523,0.0,1
201,162,6185,0.0,1
202,162,3032,0.0,1
203,162,4799,0.0,1
204,162,6628,0.0,1
205,162,7446,0.0,1
206,162,4457,0.0,1
207,162,3458,0.0,1
208,96,1818,0.0,2
209,96,1258,0.0,2
210,96,1011,0.0,2
211,96,1135,0.0,2
212,96,2546,0.0,2
213,96,1343,0.0,2
214,96,1258,0.0,2
215,96,1550,0.0,2
216,130,7769,0.0,3
217,130,3963,0.0,3
218,130,4918,0.0,3
219,130,3543,0.0,3
220,130,13048,0.0,3
221,130,5378,0.0,3
222,130,4500,0.0,3
223,130,3953,0.0,3
224,99,7767,0.0,4
225,99,9271,0.0,4
226,99,8848,0.0,4
227,99,11541,0.0,4
228,99,8502,0.0,4
229,99,10478,0.0,4
230,99,13302,0.0,4
231,99,12194,0.0,4
232,144,15063,0.0,5
233,144,8782,0.0,5
234,144,14950,0.0,5
235,144,11633,0.0,5
236,144,9912,0.0,5
237,144,4736,0.0,5
238,144,3440,0.0,5
239,144,8587,0.0,5
240,100,10546,0.0,6
241,100,7435,0.0,6
242,100,10405,0.0,6
243,100,10359,0.0,6
244,100,10681,0.0,6
245,100,13252,0.0,6
246,100,7457,0.0,6
247,100,7687,0.0,6
248,142,12769,0.0,7
249,142,7100,0.0,7
250,142,10313,0.0,7
251,142,11953,0.0,7
252,142,11716,0.0,7
253,142,8704,0.0,7
254,142,9703,0.0,7
255,142,13185,0.0,7
256,147,11559,0.0,0
257,147,5558,0.0,0
258,147,16686,0.0,0
259,147,17262,0.0,0
260,147,24668,0.0,0
261,147,11501,0.0,0
262,147,17564,0.0,0
263,147,10424,0.0,0
264,166,7064,0.0,1
265,166,11144,0.0,1
266,166,3445,0.0,1
267,166,13053,0.0,1
268,166,5018,0.0,1
269,166,16358,0.0,1
270,166,13842,0.0,1
271,166,3512,0.0,1
272,153,10389,0.0,2
273,153,5559,0.0,2
274,153,4028,0.0,2
275,153,9235,0.0,2
276,153,5185,0.0,2
277,153,10267,0.0,2
278,153,7131,0.0,2
279,153,11026,0.0,2
280,113,5427,0.0,3
281,113,11036,0.0,3
282,113,8206,0.0,3
283,113,7190,0.0,3
284,113,7406,0.0,3
285,113,9222,0.0,3
286,113,7755,0.0,3
287,113,7879,0.0,3
288,137,5797,0.0,4
289,137,14790,0.0,4
290,137,10908,0.0,4
291,137,10169,0.0,4
292,137,5984,0.0,4
293,137,14738,0.0,4
294,137,5011,0.0,4
295,137,13594,0.0,4
296,80,5344,0.0,5
297,80,5862,0.0,5
298,80,2631,0.0,5
299,80,1663,0.0,5
300,80,2073,0.0,5
301,80,4453,0.0,5
302,80,3034,0.0,5
303,80,5565,0.0,5
304,207,16717,0.0,6
305,207,18051,0.0,6
306,207,19413,0.0,6
307,207,18593,0.0,6
308,207,19913,0.0,6
309,207,18173,0.0,6
310,207,18114,0.0,6
311,207,17473,0.0,6
312,152,4775,0.0,7
313,152,6734,0.0,7
314,152,4916,0.0,7
315,152,3809,0.0,7
316,152,5837,0.0,7
317,152,4786,0.0,7
318,152,4508,0.0,7
319,152,3575,0.0,7
320,190,14000,0.0,0
321,190,8850,0.0,0
322,190,9392,0.0,0
323,190,12766,0.0,0
324,190,17913,0.0,0
325,190,6124,0.0,0
326,190,7462,0.0,0
327,190,9773,0.0,0
328,104,2906,0.0,1
329,104,2300,0.0,1
330,104,3926,0.0,1
331,104,2986,0.0,1
332,104,1884,0.0,1
333,104,2682,0.0,1
334,104,3032,0.0,1
335,104,3711,0.0,1
336,74,1192,0.0,2
337,74,1120,0.0,2
338,74,1435,0.0,2
339,74,806,0.0,2
340,74,760,0.0,2
341,74,1661,0.0,2
342,74,1081,0.0,2
343,74,1023,0.0,2
344,119,2262,0.0,3
345,119,1570,0.0,3
346,119,4049,0.0,3
347,119,952,0.0,3
348,119,1102,0.0,3
349,119,1235,0.0,3
350,119,764,0.0,3
351,119,2401,0.0,3
352,103,8150,0.0,4
353,103,11285,0.0,4
354,103,8484,0.0,4
355,103,10088,0.0,4
356,103,9068,0.0,4
357,103,4832,0.0,4
358,103,10756,0.0,4
359,103,11805,0.0,4
360,160,19916,0.0,5
361,160,12790,0.0,5
362,160,12897,0.0,5
363,160,12735,0.0,5
364,160,16240,0.0,5
365,160,20487,0.0,5
366,160,15950,0.0,5
367,160,15541,0.0,5
368,84,4736,0.0,6
369,84,6249,0.0,6
370,84,5386,0.0,6
371,84,12118,0.0,6
372,84,7969,0.0,6
373,84,11662,0.0,6
374,84,6347,0.0,6
375,84,5068,0.0,6
376,111,3662,0.0,7
377,111,2373,0.0,7
378,111,4004,0.0,7
379,111,4370,0.0,7
380,111,1383,0.0,7
381,111,2514,0.0,7
382,111,4957,0.0,7
383,111,6901,0.0,7
384,123,12314,0.0,0
385,123,3895,0.0,0
386,123,4482,0.0,0
387,123,4538,0.0,0
388,123,10056,0.0,0
389,123,3427,0.0,0
390,123,4998,0.0,0
391,123,5410,0.0,0
392,141,3377,0.0,1
393,141,6100,0.0,1
394,141,2378,0.0,1
395,141,2963,0.0,1
396,141,2063,0.0,1
397,141,3266,0.0,1
398,141,2408,0.0,1
399,141,4353,0.0,1
400,132,4182,0.0,2
401,132,5380,0.0,2
402,132,2582,0.0,2
403,132,2948,0.0,2
404,132,3454,0.0,2
405,132,2932,0.0,2
406,132,3063,0.0,2
407,132,2605,0.0,2
408,121,6798,0.0,3
409,121,7677,0.0,3
410,121,8928,0.0,3
411,121,10184,0.0,3
412,121,8531,0.0,3
413,121,4608,0.0,3
414,121,10194,0.0,3
415,121,14704,0.0,3
416,178,21135,0.0,4
417,178,16217,0.0,4
418,178,11405,0.0,4
419,178,11994,0.0,4
420,178,19716,0.0,4
421,178,13967,0.0,4
422,178,12620,0.0,4
423,178,19355,0.0,4
424,113,2492,0.0,5
425,113,6699,0.0,5
426,113,4055,0.0,5
427,113,3810,0.0,5
428,113,8655,0.0,5
429,113,3339,0.0,5
430,113,1314,0.0,5
431,113,4383,0.0,5
432,122,12487,0.0,6
433,122,9299,0.0,6
434,122,12817,0.0,6
435,122,12133,0.0,6
436,122,10589,0.0,6
437,122,15650,0.0,6
438,122,13476,0.0,6
439,122,9724,0.0,6
440,101,17855,0.0,7
441,101,12360,0.0,7
442,101,10554,0.0,7
443,101,10624,0.0,7
444,101,12112,0.0,7
445,101,12700,0.0,7
446,101,13190,0.0,7
447,101,10456,0.0,7
448,118,1878,0.0,0
449,118,5457,0.0,0
450,118,1512,0.0,0
451,118,6043,0.0,0
452,118,1698,0.0,0
453,118,1543,0.0,0
454,118,2510,0.0,0
455,118,2597,0.0,0
456,156,16751,0.0,1
457,156,9028,0.0,1
458,156,15974,0.0,1
459,156,20241,0.0,1
460,156,12528,0.0,1
461,156,11159,0.0,1
462,156,17112,0.0,1
463,156,10466,0.0,1
464,91,13131,0.0,2
465,91,10549,0.0,2
466,91,10768,0.0,2
467,91,7995,0.0,2
468,91,10155,0.0,2
469,91,12838,0.0,2
470,91,7296,0.0,2
471,91,11233,0.0,2
472,161,5955,0.0,3
473,161,5034,0.0,3
474,161,5863,0.0,3
475,161,5036,0.0,3
476,161,6719,0.0,3
477,161,4960,0.0,3
478,161,3808,0.0,3
479,161,5164,0.0,3
480,124,3962,0.0,4
481,124,2944,0.0,4
482,124,3784,0.0,4
483,124,7271,0.0,4
484,124,5850,0.0,4
485,124,2320,0.0,4
486,124,3817,0.0,4
487,124,9407,0.0,4
488,116,12716,0.0,5
489,116,15205,0.0,5
490,116,8733,0.0,5
491,116,9566,0.0,5
492,116,8229,0.0,5
493,116,6912,0.0,5
494,116,12639,0.0,5
495,116,9326,0.0,5
496,163,1951,0.0,6
497,163,1970,0.0,6
498,163,1981,0.0,6
499,163,5032,0.0,6
500,163,1334,0.0,6
501,163,4113,0.0,6
502,163,2519,0.0,6
503,163,3234,0.0,6
504,108,2456,0.0,7
505,108,6361,0.0,7
506,108,7381,0.0,7
507,108,6752,0.0,7
508,108,4781,0.0,7
509,108,5686,0.0,7
510,108,3583,0.0,7
511,108,3767,0.0,7
512,125,1452,0.0,0
513,125,897,0.0,0
514,125,430,0.0,0
515,125,657,0.0,0
516,125,876,0.0,0
517,125,770,0.0,0
518,125,932,0.0,0
519,125,886,0.0,0
520,136,2587,0.0,1
521,136,918,0.0,1
522,136,2526,0.0,1
523,136,5016,0.0,1
524,136,1084,0.0,1
525,136,2687,0.0,1
526,136,2869,0.0,1
527,136,2749,0.0,1
528,147,15941,0.0,2
529,147,4570,0.0,2
530,147,15083,0.0,2
