B,rollout,train_group,chunk_id,total_tokens,num_microbatches,fwd_bwd_s,chunk_total_s,end_ts
96,15,3,13,126218,16,10.8400,13.2350,1789861506.0302
96,15,3,14,178305,16,13.8710,17.2070,1789861524.9206
96,15,3,15,295694,32,23.9130,29.5910,1789861556.1490
96,15,3,16,350794,32,29.5660,36.2560,1789861593.7998
96,15,3,17,223253,16,17.5570,21.7940,1789861617.8484
96,16,3,1,56817,16,5.6560,7.3990,1789861918.5174
96,16,3,2,64591,16,5.9070,7.5740,1789861927.4575
96,16,3,3,54904,16,5.8980,7.5180,1789861936.2618
96,16,3,4,58557,13,5.1840,6.6080,1789861944.0616
96,16,3,5,81837,16,6.8500,8.5390,1789861953.8091
96,16,3,6,101312,16,7.9560,9.9140,1789861965.0415
96,16,3,7,105188,16,8.3180,10.2700,1789861976.5055
96,16,3,8,110828,16,8.6190,10.6430,1789861988.2613
96,16,3,9,96405,16,8.2420,10.1310,1789861999.8187
96,16,3,10,102699,16,8.2310,10.2600,1789862011.5987
96,16,3,11,100137,15,8.5290,10.6500,1789862023.6881
96,16,3,12,127241,16,10.2750,12.7110,1789862037.7035
96,16,3,13,184081,16,14.3810,17.7490,1789862056.8267
96,16,3,14,201629,16,16.2540,20.0580,1789862078.7183
96,16,3,15,173025,16,13.0100,16.2490,1789862097.2810
96,16,3,16,330840,32,26.8130,33.1090,1789862131.7200
96,16,3,17,173013,16,14.7670,18.0670,1789862151.0982
96,16,3,18,173093,16,14.8240,18.1130,1789862170.4814
96,16,3,19,122656,8,10.5600,13.0900,1789862185.0691
96,17,3,1,20703,6,2.0300,3.0930,1789862402.4176
96,17,3,2,23992,7,2.5100,3.2030,1789862406.7681
96,17,3,3,23289,7,2.4630,3.1880,1789862411.2340
96,17,3,4,32038,11,3.9300,5.0580,1789862417.4810
96,17,3,5,35885,11,4.1380,5.3660,1789862424.0440
96,17,3,6,32420,10,3.9360,4.9340,1789862430.2015
96,17,3,7,23698,7,2.5960,3.3120,1789862434.8850
96,17,3,8,39833,13,4.4470,5.7710,1789862441.8490
96,17,3,9,46614,15,5.6330,7.1230,1789862450.8906
96,17,3,10,50416,16,5.6520,7.3100,1789862459.4161
96,17,3,11,46703,15,5.2690,7.1150,1789862467.7305
96,17,3,12,48797,15,5.2540,6.7550,1789862475.7438
96,17,3,13,47483,14,5.0110,6.4690,1789862483.4572
96,17,3,14,54134,14,5.0830,6.5190,1789862491.1290
96,17,3,15,59402,15,5.8570,7.3950,1789862499.6550
96,17,3,16,66179,15,5.9370,7.5500,1789862508.4289
96,17,3,17,82322,16,6.8150,8.5070,1789862518.0962
96,17,3,18,70088,16,5.8270,7.4770,1789862526.8904
96,17,3,19,65389,14,5.4300,6.8320,1789862535.0008
96,17,3,20,61298,14,5.3350,6.6630,1789862542.8917
96,17,3,21,75582,16,6.3480,7.9450,1789862551.8874
96,17,3,22,81961,16,7.1570,8.8390,1789862561.8273
96,17,3,23,77682,16,7.5690,9.3110,1789862572.3733
96,17,3,24,90005,16,7.5130,9.4100,1789862583.1813
96,17,3,25,108434,16,8.5230,10.5820,1789862594.9683
96,17,3,26,95814,15,7.7440,9.7370,1789862605.8763
96,17,3,27,90364,16,7.6020,9.5600,1789862616.6654
96,17,3,28,125199,16,9.7770,12.2490,1789862630.1447
96,17,3,29,90907,16,8.1680,10.1250,1789862641.5275
96,17,3,30,144235,16,11.2830,13.9610,1789862656.6524
96,17,3,31,128023,15,11.4710,14.1620,1789862672.1491
96,17,3,32,174783,16,15.3190,18.7940,1789862692.2295
96,17,3,33,175266,16,13.8750,17.1290,1789862710.5203
96,17,3,34,235041,16,20.5300,24.9820,1789862737.0122
96,17,3,35,202569,16,17.3800,21.2380,1789862759.9066
96,17,3,36,170662,8,14.9740,18.2590,1789862779.6563
96,17,3,37,265795,16,23.4400,28.7130,1789862810.1066
96,17,3,38,114015,8,10.2690,12.4560,1789862824.3606
96,17,3,39,130528,8,11.9700,14.5580,1789862840.3807
96,17,3,40,132971,8,12.1300,14.6530,1789862856.5080
96,18,3,1,213274,16,17.2080,21.5640,1789863372.9032
96,18,3,2,215448,16,19.3610,23.5980,1789863398.0803
96,18,3,3,125661,8,10.9470,13.3030,1789863412.8869
96,18,3,4,123552,8,11.1080,13.5380,1789863427.9638
96,19,3,1,73936,15,6.2560,7.8530,1789863760.6729
96,19,3,2,79549,16,6.6470,8.3560,1789863770.5874
96,19,3,3,73306,16,6.1330,7.8120,1789863780.2893
96,19,3,4,60224,14,5.5980,7.1110,1789863788.7201
96,19,3,5,101681,16,8.3070,10.2520,1789863800.2868
96,19,3,6,90072,16,6.9770,8.7980,1789863810.5400
96,19,3,7,99937,16,7.5800,9.5150,1789863821.3210
96,19,3,8,105426,16,8.6180,10.7040,1789863833.1875
96,19,3,9,139715,16,11.5600,14.1610,1789863848.5666
96,19,3,10,85865,15,8.0690,9.8530,1789863859.7602
96,19,3,11,102445,16,8.7090,10.8170,1789863871.9052
96,19,3,12,166454,16,13.7520,16.8750,1789863890.0707
96,19,3,13,175025,16,14.6500,17.9760,1789863909.3739
96,19,3,14,355031,32,28.6790,35.5660,1789863946.4088
96,19,3,15,390655,32,33.6420,41.1460,1789863988.9615
96,19,3,16,113794,8,9.8640,12.0450,1789864002.4778
128,0,0,1,133245,8,19.5390,39.1130,1789865199.1090
128,1,0,1,143159,8,11.6230,14.2440,1789865738.5637
128,2,0,1,138384,8,11.3810,13.9360,1789866338.8426
128,3,0,1,20778,6,2.1330,2.8200,1789866583.6469
128,3,0,2,33337,10,3.1570,4.4370,1789866589.2084
128,3,0,3,27999,8,2.6730,3.3950,1789866593.7352
128,3,0,4,37344,12,3.8330,4.9760,1789866599.9431
128,3,0,5,26757,8,2.5510,3.2710,1789866604.4676
128,3,0,6,40224,12,3.7400,4.9120,1789866610.4562
128,3,0,7,37785,12,4.3220,5.4020,1789866616.9168
128,3,0,8,46922,15,5.2020,6.7380,1789866624.7966
128,3,0,9,42346,12,3.8180,4.9450,1789866630.8276
128,3,0,10,48710,15,4.9000,6.2920,1789866638.2521
128,3,0,11,29228,8,2.6310,3.3780,1789866642.6620
128,3,0,12,62771,16,5.2480,6.7010,1789866650.4277
128,3,0,13,65224,16,5.4850,6.9820,1789866658.4996
128,3,0,14,81571,16,6.7140,8.3090,1789866667.9468
128,3,0,15,91641,16,7.5970,9.4010,1789866678.4752
128,3,0,16,77586,16,6.3620,7.9680,1789866687.5755
128,3,0,17,130030,16,10.1660,12.5080,1789866701.4188
128,3,0,18,88579,16,7.0770,8.8060,1789866711.8215
128,3,0,19,142549,16,10.7900,13.3890,1789866726.5714
128,3,0,20,119756,16,9.5630,11.8090,1789866739.8028
128,3,0,21,139070,16,11.3760,14.0710,1789866755.1428
128,3,0,22,161555,16,13.1680,16.2010,1789866772.6853
128,3,0,23,146491,16,12.2680,15.1320,1789866789.1980
128,3,0,24,156114,16,12.9210,15.9030,1789866806.4318
128,3,0,25,303624,32,25.1310,31.1560,1789866838.9988
128,3,0,26,208291,16,17.0070,20.9790,1789866861.2831
128,3,0,27,204350,16,16.8300,20.7010,1789866883.3647
128,3,0,28,111180,8,9.1960,11.3430,1789866895.8741
128,4,0,1,109148,16,9.4400,11.6590,1789867290.0787
128,4,0,2,129269,16,11.0780,13.6900,1789867305.2812
128,4,0,3,143023,16,11.3390,13.9330,1789867320.5419
128,4,0,4,199078,16,16.0200,19.7330,1789867341.6444
128,4,0,5,138596,16,11.5280,14.2540,1789867357.3110
128,4,0,6,72139,8,5.2120,6.5350,1789867365.3708
128,4,0,7,472013,32,38.3460,47.5310,1789867414.5762
128,4,0,8,86240,8,6.2240,7.7590,1789867423.7480
128,4,0,9,88732,8,7.3600,8.9640,1789867433.9807
128,4,0,10,117869,8,10.2260,12.4460,1789867447.7506
128,5,0,1,119074,8,10.0990,12.2790,1789867961.2056
128,6,0,1,109671,8,9.3370,11.3500,1789868538.4518
128,8,0,1,101681,8,7.8030,9.6860,1789869669.8897
128,8,0,2,137695,8,11.8890,14.4810,1789869685.7906
128,9,0,1,17570,5,1.8360,2.2990,1789869868.0209
128,9,0,2,18924,5,1.8230,2.4890,1789869871.5054
128,9,0,3,22568,6,2.4790,3.0590,1789869875.6573
128,9,0,4,29619,9,2.8870,3.7100,1789869880.6763
128,9,0,5,28744,9,2.9760,3.8240,1789869886.1524
128,9,0,6,40282,14,4.3620,5.7210,1789869892.9521
128,9,0,7,39728,13,3.9830,5.1460,1789869899.1750
128,9,0,8,45859,15,5.2670,6.6020,1789869907.1443
128,9,0,9,41013,12,3.7010,4.7840,1789869913.2066
128,9,0,10,37999,11,3.4890,4.4920,1789869918.7602
128,9,0,11,53107,15,5.3030,6.6720,1789869926.5445
128,9,0,12,52220,14,5.1430,6.6030,1789869934.3184
128,9,0,13,47737,14,5.1150,6.5460,1789869942.3006
128,9,0,14,55575,14,4.9720,6.2580,1789869949.7297
128,9,0,15,52218,14,5.5720,7.0120,1789869957.9496
128,9,0,16,57179,15,5.2630,7.3110,1789869966.4656
128,9,0,17,67381,15,5.5120,6.9230,1789869974.5150
128,9,0,18,78542,16,6.2920,7.9540,1789869983.5923
128,9,0,19,70372,15,5.8330,7.3020,1789869991.9941
128,9,0,20,71208,15,5.6320,7.0690,1789870000.2119
128,9,0,21,81872,16,7.2080,8.9590,1789870010.3129
128,9,0,22,81537,16,6.7270,8.5080,1789870019.9846
128,9,0,23,114324,16,8.8040,10.8590,1789870031.9541
128,9,0,24,88158,15,7.0890,8.8380,1789870042.3386
128,9,0,25,115788,16,9.0930,11.2310,1789870054.7344
128,9,0,26,159500,16,12.7150,15.6280,1789870071.6082
128,9,0,27,104678,16,8.3950,10.4460,1789870083.2600
128,9,0,28,161017,16,12.2370,15.1580,1789870099.6867
128,9,0,29,160507,16,12.8800,15.7900,1789870117.0075
128,9,0,30,182293,16,14.2360,17.5990,1789870135.9799
128,9,0,31,353568,32,29.3600,36.0430,1789870173.3774
128,9,0,32,419991,32,34.8870,42.9150,1789870218.0223
128,9,0,33,241472,16,20.3080,24.8900,1789870244.3691
128,10,0,1,68853,16,5.5620,7.2030,1789870642.3425
128,10,0,2,53191,14,4.7030,6.0380,1789870649.7217
128,10,0,3,79944,16,6.4730,8.1230,1789870659.0323
128,10,0,4,84115,16,6.5490,8.2380,1789870668.5658
128,10,0,5,81018,15,6.8100,8.8000,1789870678.4799
128,10,0,6,127913,16,9.9880,12.3590,1789870692.0509
128,10,0,7,124997,16,9.8160,12.1090,1789870705.3870
128,10,0,8,133332,16,9.8990,12.4140,1789870719.0535
128,10,0,9,138543,16,10.9010,13.4200,1789870733.7465
128,10,0,10,161508,16,12.2490,15.2470,1789870750.2261
128,10,0,11,123078,16,10.0590,12.4050,1789870763.8700
128,10,0,12,142019,16,11.5890,14.3640,1789870779.8563
128,10,0,13,203055,16,16.9710,20.7760,1789870802.0897
128,10,0,14,219457,16,18.7010,22.8190,1789870826.2869
128,10,0,15,453631,32,37.4290,46.0920,1789870873.8216
128,10,0,16,240344,16,21.2010,25.8390,1789870901.0703
128,11,0,1,132586,8,10.8510,13.4690,1789871437.2656
128,11,0,2,143610,8,12.8460,15.4680,1789871454.3119
128,11,0,3,117318,8,10.6180,12.9380,1789871468.9226
128,12,0,1,84926,16,6.7000,8.4420,1789871846.2672
128,12,0,2,101602,16,8.0800,10.0280,1789871858.2086
128,12,0,3,91683,16,7.3880,9.2390,1789871868.8106
128,12,0,4,109567,15,8.8260,10.9340,1789871880.9774
128,12,0,5,136624,16,10.9940,13.5230,1789871895.8184
128,12,0,6,109021,16,8.8710,10.9560,1789871908.0648
128,12,0,7,157069,16,12.9870,15.9540,1789871925.2159
128,12,0,8,142757,16,10.8820,13.5220,1789871939.9850
128,12,0,9,148365,16,12.2730,15.0280,1789871956.3333
128,12,0,10,366316,32,29.2830,36.2400,1789871994.2624
128,12,0,11,395624,32,32.7870,40.3010,1789872035.9656
128,12,0,12,289817,16,24.4430,30.1660,1789872068.0084
128,13,0,1,103130,8,9.5510,11.5630,1789872609.6023
128,14,0,1,15266,4,1.2710,2.0450,1789872833.7556
128,14,0,2,20196,6,1.9250,2.5050,1789872837.2637
128,14,0,3,23971,7,2.1970,2.8470,1789872841.1017
128,14,0,4,34424,11,3.4580,4.4840,1789872846.6589
128,14,0,5,32400,10,4.2190,5.1760,1789872855.6472
128,14,0,6,47672,16,5.7140,7.4180,1789872864.3674
128,14,0,7,51353,15,4.9460,6.4910,1789872872.2553
128,14,0,8,48836,13,4.2790,5.4540,1789872878.7970
128,14,0,9,54010,15,4.8350,6.1990,1789872886.0587
128,14,0,10,58635,15,5.9390,7.3130,1789872894.4895
128,14,0,11,52257,15,5.4690,6.8150,1789872902.3700
128,14,0,12,69120,16,6.3420,8.0900,1789872911.6679
128,14,0,13,63505,14,6.0160,7.5560,1789872920.3394
128,14,0,14,59427,15,5.4140,6.9880,1789872928.7127
128,14,0,15,59173,15,5.3810,6.8050,1789872936.7479
128,14,0,16,84169,16,6.6390,8.3670,1789872946.2370
128,14,0,17,68273,16,6.4890,8.1900,1789872955.6125
128,14,0,18,54606,12,4.7230,6.0510,1789872962.7061
128,14,0,19,87488,16,6.6460,8.3800,1789872972.1572
128,14,0,20,101958,16,7.9150,9.8090,1789872983.1926
128,14,0,21,106177,16,8.2270,10.3150,1789872994.6709
128,14,0,22,97860,14,8.4730,10.4550,1789873006.3761
128,14,0,23,97904,15,7.8980,9.8440,1789873017.5607
128,14,0,24,128626,16,10.2520,12.6700,1789873031.4316
128,14,0,25,175624,16,14.7210,18.0440,1789873050.7126
128,14,0,26,158288,16,12.0550,14.9530,1789873066.9064
128,14,0,27,91217,16,7.9280,9.9590,1789873078.4311
128,14,0,28,185416,16,15.6060,19.0880,1789873098.9859
128,14,0,29,427035,32,35.3790,43.4830,1789873144.0497
128,14,0,30,98787,8,8.4270,10.2680,1789873155.6323
128,14,0,31,488628,32,40.1440,49.6310,1789873206.9493
128,14,0,32,141783,8,11.5580,14.2280,1789873222.7339
128,15,0,1,11107,3,1.2360,1.5710,1789873403.2100
128,15,0,2,22524,7,2.6950,3.4480,1789873407.8245
128,15,0,3,27811,8,2.6980,3.4770,1789873412.4069
128,15,0,4,25580,8,2.5890,3.3760,1789873416.9738
128,15,0,5,29106,9,2.8080,3.6690,1789873421.9375
128,15,0,6,33733,10,3.2890,4.1830,1789873427.3017
128,15,0,7,30786,8,2.8010,3.5760,1789873432.1674
128,15,0,8,41258,14,4.7530,5.9990,1789873439.2262
128,15,0,9,45107,14,5.8880,7.3750,1789873448.0788
128,15,0,10,52503,16,6.6110,8.4890,1789873457.8465
128,15,0,11,41489,11,4.4390,5.9660,1789873464.9714
128,15,0,12,59401,15,6.0840,7.6690,1789873473.8922
128,15,0,13,57031,13,5.1760,6.5430,1789873481.6271
128,15,0,14,81078,16,6.4210,8.1260,1789873490.8648
128,15,0,15,59782,16,5.6420,7.2050,1789873499.2399
128,15,0,16,72202,16,6.0110,7.5660,1789873507.9197
128,15,0,17,60885,16,5.5500,7.0430,1789873516.1588
128,15,0,18,73981,16,6.4470,8.1400,1789873525.3835
128,15,0,19,82404,16,6.6880,8.3480,1789873534.8763
128,15,0,20,67596,15,5.8780,7.4010,1789873543.3715
128,15,0,21,65467,15,5.7640,7.2590,1789873551.7519
128,15,0,22,115916,16,9.1010,11.2260,1789873564.4274
128,15,0,23,73925,15,6.6770,8.4330,1789873574.2239
128,15,0,24,143721,16,11.1570,13.8870,1789873589.3447
128,15,0,25,126218,16,9.9910,12.3960,1789873602.9408
128,15,0,26,120819,16,10.1660,12.5510,1789873616.6738
128,15,0,27,362701,32,28.6410,35.3890,1789873653.3222
128,15,0,28,87423,8,7.3110,8.9170,1789873663.5058
128,15,0,29,119095,8,9.2670,11.4400,1789873677.1179
128,15,0,30,173000,16,14.6810,17.9730,1789873696.6210
128,15,0,31,107222,8,9.1680,11.1750,1789873709.0153
128,15,0,32,130887,8,11.5020,13.9830,1789873724.7071
128,15,0,33,95538,8,8.6780,10.5100,1789873736.7185
128,15,0,34,121771,8,9.7380,12.0420,1789873754.7348
128,16,0,1,89721,16,7.6220,9.4850,1789874122.1611
128,16,0,2,137088,16,10.8480,13.3480,1789874136.7723
128,16,0,3,134339,16,10.7040,13.4890,1789874151.7983
128,16,0,4,156023,16,12.5270,15.4230,1789874168.4741
128,16,0,5,147879,16,11.1930,13.9140,1789874183.7745
128,16,0,6,151076,16,12.5150,15.3440,1789874200.5538
128,16,0,7,345215,32,28.1050,34.7360,1789874236.9848
128,16,0,8,153822,16,12.9700,15.8990,1789874254.3118
128,16,0,9,219943,16,17.1130,21.2590,1789874277.0116
128,16,0,10,98319,8,8.5650,10.3710,1789874288.7074
128,16,0,11,74774,8,6.6120,8.0110,1789874298.0329
128,16,0,12,161951,8,15.4080,18.6350,1789874318.1498
128,16,0,13,122656,8,10.5570,13.0300,1789874332.6678
128,17,0,1,196622,16,16.0260,19.8180,1789874790.1488
128,17,0,2,198149,16,17.1640,21.0130,1789874812.5923
128,17,0,3,52666,8,4.1640,5.1600,1789874855.6443
128,17,0,4,125587,8,11.2690,13.6300,1789874873.9648
128,17,0,5,118628,8,10.3830,12.6620,1789874896.4270
128,17,0,6,111866,8,9.5220,11.5700,1789874909.4324
128,17,0,7,170662,8,16.1430,19.4030,1789874937.3708
128,17,0,8,263499,16,24.1170,29.2950,1789874968.4496
128,17,0,9,109534,8,9.4780,11.5390,1789874983.2740
128,17,0,10,86018,8,7.0860,8.7790,1789875002.0267
128,17,0,11,143133,8,11.6830,14.3090,1789875040.7298
128,17,0,12,103167,8,8.2790,10.2650,1789875066.5049
128,18,0,1,15208,4,1.5360,1.9160,1789875275.5036
128,18,0,2,21735,6,1.9820,2.8080,1789875279.5440
128,18,0,3,25574,7,2.4110,3.1210,1789875283.9203
128,18,0,4,38755,13,4.4200,5.6060,1789875290.8350
128,18,0,5,39910,14,4.7070,5.9610,1789875297.9186
128,18,0,6,41043,13,4.1620,5.3400,1789875304.7247
128,18,0,7,46159,15,4.9080,6.2570,1789875312.1021
128,18,0,8,48567,14,4.8830,6.3160,1789875319.9636
128,18,0,9,46191,13,4.6580,6.0240,1789875327.2101
128,18,0,10,42416,14,5.1950,6.5960,1789875335.4014
128,18,0,11,49341,16,5.7110,7.2780,1789875343.8616
128,18,0,12,49042,14,4.5790,6.0600,1789875351.1700
128,18,0,13,54441,14,4.6930,6.1310,1789875358.4376
128,18,0,14,59170,16,5.3000,6.7840,1789875366.3998
128,18,0,15,68780,14,5.3150,6.7380,1789875374.3805
128,18,0,16,86533,16,7.0930,8.7970,1789875385.4913
128,18,0,17,106446,16,8.6260,10.7270,1789875397.4878
128,18,0,18,108712,16,8.3390,10.3160,1789875408.9485
128,18,0,19,82848,16,7.0350,8.8010,1789875418.8607
128,18,0,20,126283,16,10.1330,12.4690,1789875432.4841
128,18,0,21,134201,16,10.4460,12.9830,1789875446.6079
128,18,0,22,101713,16,8.6350,10.7410,1789875458.4584
128,18,0,23,112705,16,8.9500,11.2300,1789875470.8884
128,18,0,24,133951,16,11.2320,13.8210,1789875485.9849
128,18,0,25,181020,16,14.6230,17.9170,1789875505.2372
128,18,0,26,172674,16,13.5580,16.7900,1789875523.4203
128,18,0,27,135612,15,10.6290,13.2810,1789875538.1775
128,18,0,28,80052,8,6.4900,8.0390,1789875551.9772
128,18,0,29,221668,16,19.3560,23.6520,1789875576.8659
128,18,0,30,84688,8,7.0150,8.7200,1789875586.9395
128,18,0,31,123552,8,11.2460,13.6340,1789875601.7324
128,19,0,1,106731,8,8.5170,10.6680,1789876166.3460
128,19,0,2,135987,8,11.0090,13.5180,1789876181.2694
128,0,1,1,111237,16,17.7220,32.3170,1789864987.5283
128,0,1,2,106438,16,8.8120,11.0690,1789864999.9846
128,0,1,3,142761,16,11.7790,14.5740,1789865016.1118
128,0,1,4,171048,16,12.9240,16.1880,1789865033.7186
128,0,1,5,162472,16,13.0300,16.0330,1789865051.1249
128,0,1,6,183351,16,15.6370,19.6620,1789865072.1458
128,0,1,7,366834,32,29.0120,35.8990,1789865109.8544
128,0,1,8,204578,16,17.4010,21.2970,1789865132.5448
128,0,1,9,196161,16,16.8470,20.6130,1789865154.4612
128,0,1,10,119870,8,10.2470,12.4590,1789865168.3892
128,1,1,1,54809,16,5.3080,7.1460,1789865488.8013
128,1,1,2,52610,15,5.0450,6.4150,1789865496.4072
128,1,1,3,67478,15,5.6890,7.1190,1789865504.6889
128,1,1,4,88637,16,6.7990,8.4550,1789865514.3524
128,1,1,5,91536,16,7.5910,9.3940,1789865525.7048
128,1,1,6,56065,13,4.7700,6.0530,1789865532.9590
128,1,1,7,104930,16,8.5760,10.6430,1789865544.8028
128,1,1,8,93501,16,7.6800,9.5210,1789865555.5927
128,1,1,9,108273,16,8.3600,10.3590,1789865567.4706
128,1,1,10,110605,16,8.6960,10.7690,1789865579.5073
128,1,1,11,161929,16,12.4260,15.4170,1789865596.2407
128,1,1,12,129672,16,10.2130,12.5770,1789865610.1051
128,1,1,13,152458,16,11.9460,14.7840,1789865626.1502
128,1,1,14,177909,16,14.1140,17.4940,1789865644.9252
128,1,1,15,381871,32,31.3470,38.6430,1789865684.9135
128,1,1,16,191969,16,15.3840,19.0040,1789865705.7525
128,1,1,17,210188,16,18.4480,22.4830,1789865729.7236
128,1,1,18,111503,8,9.4320,11.5030,1789865742.7596
128,2,1,1,20329,6,5.2830,5.8820,1789866001.8313
128,2,1,2,23684,7,2.1690,2.8280,1789866005.8239
128,2,1,3,35876,12,3.8720,5.0100,1789866012.6108
128,2,1,4,32521,11,3.7050,4.6860,1789866018.7141
128,2,1,5,46519,15,4.6060,5.9460,1789866025.7974
128,2,1,6,42311,12,3.9390,5.3030,1789866032.2710
128,2,1,7,49697,15,4.7950,6.1590,1789866039.5867
128,2,1,8,49840,15,4.8220,6.1890,1789866047.0349
128,2,1,9,59676,15,5.0260,6.3910,1789866054.5357
128,2,1,10,57310,14,5.2420,6.6020,1789866062.3219
128,2,1,11,67177,16,6.1670,7.9850,1789866071.4789
128,2,1,12,84136,16,6.4900,8.2440,1789866081.0541
128,2,1,13,86150,15,6.8110,8.4790,1789866090.6580
128,2,1,14,63404,15,5.3740,6.8500,1789866098.6625
128,2,1,15,92024,16,7.2710,8.9880,1789866108.9153
128,2,1,16,112216,16,8.3360,10.3770,1789866120.5431
128,2,1,17,93704,16,7.5330,9.3110,1789866131.0524
128,2,1,18,119417,16,9.5930,11.8670,1789866144.2664
128,2,1,19,141093,16,11.2120,13.8090,1789866159.2526
128,2,1,20,155127,16,12.7300,15.6260,1789866176.1326
128,2,1,21,139400,16,10.5260,13.1310,1789866190.8119
128,2,1,22,177529,16,14.5470,17.8100,1789866210.0139
128,2,1,23,186262,16,15.1200,18.4960,1789866230.0155
128,2,1,24,347414,32,27.4580,34.0640,1789866265.5450
128,2,1,25,437711,32,36.5250,44.8600,1789866311.8261
128,2,1,26,227670,16,18.0000,22.3470,1789866335.4470
128,3,1,1,102711,8,8.6590,10.5960,1789866893.6939
128,3,1,2,110568,8,8.4970,10.5310,1789866905.6343
128,4,1,1,69154,16,6.0710,8.1150,1789867212.1266
128,4,1,2,63625,15,5.8240,7.3860,1789867220.8474
128,4,1,3,103570,16,8.5300,10.5060,1789867232.7569
128,4,1,4,102640,16,7.8340,9.8350,1789867243.9192
128,4,1,5,112796,16,9.1810,11.3060,1789867257.3944
128,4,1,6,103361,16,8.0030,9.8960,1789867268.4016
128,4,1,7,92877,16,7.5040,9.3510,1789867278.9708
128,4,1,8,105851,16,8.1720,10.1670,1789867290.3500
128,4,1,9,166761,16,13.4340,16.5240,1789867308.7069
128,4,1,10,194421,16,15.6460,19.2650,1789867329.3295
128,4,1,11,152606,16,11.7040,14.5090,1789867345.2612
128,4,1,12,389510,32,31.3270,38.7000,1789867385.4625
128,4,1,13,222952,16,19.1930,23.4470,1789867410.4835
128,4,1,14,253987,16,21.2840,26.1210,1789867438.0978
128,5,1,1,144050,16,10.7490,13.4540,1789867805.5423
128,5,1,2,131482,16,10.7580,13.2490,1789867820.1176
128,5,1,3,151389,16,12.4410,15.2860,1789867836.8752
128,5,1,4,146270,16,11.7010,14.4190,1789867852.6785
128,5,1,5,89807,13,7.4660,9.3230,1789867863.2804
128,5,1,6,172842,16,14.7170,17.9460,1789867882.6525
128,5,1,7,412503,32,33.4810,41.3210,1789867925.3600
128,5,1,8,195758,16,15.8340,19.5160,1789867946.1897
128,5,1,9,125367,8,10.0930,12.4390,1789867960.0181
128,5,1,10,111296,8,9.6780,11.8300,1789867973.3215
128,6,1,1,57340,16,5.7690,7.2800,1789868269.6284
128,6,1,2,47126,13,5.0320,6.3830,1789868277.3694
128,6,1,3,49758,13,4.7850,6.2660,1789868285.4450
128,6,1,4,75592,16,6.3840,8.1020,1789868294.6902
128,6,1,5,64062,14,5.7200,7.6140,1789868303.4947
128,6,1,6,96226,16,7.4600,9.2950,1789868313.8924
128,6,1,7,82611,16,6.6330,8.2940,1789868323.2537
128,6,1,8,108569,16,8.3030,10.2740,1789868334.6694
128,6,1,9,94212,15,7.6440,9.5170,1789868345.3552
128,6,1,10,134094,16,10.6460,13.0910,1789868359.5978
128,6,1,11,127789,16,10.0610,12.5610,1789868373.2928
128,6,1,12,139934,16,10.9930,13.5470,1789868387.9931
128,6,1,13,151667,16,12.0100,14.7780,1789868403.9857
128,6,1,14,117490,16,9.6490,11.8810,1789868417.1694
128,6,1,15,163520,16,12.4260,15.4070,1789868433.7634
128,6,1,16,145941,16,11.8960,14.6220,1789868449.8200
128,6,1,17,366688,32,29.4540,36.4970,1789868487.6853
128,6,1,18,203727,16,16.5950,20.5050,1789868509.3777
128,6,1,19,114168,8,8.9220,11.0520,1789868521.7067
128,6,1,20,123368,8,11.4780,13.9260,1789868537.0391
128,7,1,1,12889,4,2.1870,2.5950,1789868739.9480
128,7,1,2,16784,5,1.8420,2.4120,1789868743.4904
128,7,1,3,31493,9,3.2350,4.2210,1789868748.8892
128,7,1,4,30627,9,3.2510,4.2380,1789868754.3063
128,7,1,5,32395,11,3.7850,4.9070,1789868760.3714
128,7,1,6,36488,12,4.3130,5.5320,1789868767.2224
128,7,1,7,40780,11,3.9340,5.1490,1789868773.4988
128,7,1,8,51390,15,5.7750,7.2990,1789868781.9651
128,7,1,9,51955,14,5.0980,6.5720,1789868789.6962
128,7,1,10,57526,16,6.0130,7.8370,1789868798.8615
128,7,1,11,52883,15,5.5360,7.1330,1789868807.2780
128,7,1,12,54575,16,5.9180,7.5610,1789868816.2097
128,7,1,13,61785,16,5.8710,7.5530,1789868824.9296
128,7,1,14,59436,15,5.7530,7.3430,1789868833.7806
128,7,1,15,45656,11,4.1590,5.3390,1789868840.3369
128,7,1,16,77911,16,6.4270,8.1150,1789868849.7569
128,7,1,17,70234,16,6.2180,7.9040,1789868858.8129
128,7,1,18,80323,16,6.7550,8.5380,1789868869.9027
128,7,1,19,76821,16,6.7590,8.4840,1789868879.5840
128,7,1,20,101827,16,8.3610,10.3090,1789868891.0540
128,7,1,21,113374,16,8.4470,10.5490,1789868903.6111
128,7,1,22,106414,16,8.2960,10.2920,1789868915.0097
128,7,1,23,79371,15,6.3800,8.0030,1789868924.1316
128,7,1,24,125817,16,9.7330,12.2830,1789868937.5256
128,7,1,25,134144,16,9.9120,12.4790,1789868951.6074
128,7,1,26,139470,16,11.2730,13.8860,1789868966.9831
128,7,1,27,136299,16,11.3100,14.0150,1789868982.2770
128,7,1,28,140849,16,12.6220,15.3560,1789868999.0284
128,7,1,29,350968,32,28.0570,34.5990,1789869035.0670
128,7,1,30,269080,16,22.9760,28.1350,1789869064.7387
128,7,1,31,125775,8,10.8110,13.1370,1789869079.3864
