B,rollout,train_group,chunk_id,total_tokens,num_microbatches,fwd_bwd_s,chunk_total_s,end_ts
32,3,1,3,143870,16,11.6830,14.8350,1789829461.0267
32,3,1,4,197700,16,16.7530,20.4800,1789829482.7316
32,3,1,5,174751,16,14.2100,17.6270,1789829501.9438
32,3,1,6,381037,32,32.8740,40.0900,1789829543.3235
32,3,1,7,237626,16,20.7460,25.3200,1789829570.0682
32,4,1,1,39089,12,4.4550,6.1740,1789829937.0281
32,4,1,2,43105,14,4.9560,6.4490,1789829944.5941
32,4,1,3,45792,15,4.6590,6.4060,1789829952.6927
32,4,1,4,48763,14,4.8770,6.1390,1789829960.3175
32,4,1,5,54104,14,4.7760,6.2190,1789829968.6368
32,4,1,6,45143,14,5.0370,6.7170,1789829977.2112
32,4,1,7,74468,16,5.8260,7.3350,1789829986.2929
32,4,1,8,91235,16,7.6550,9.4530,1789829996.9159
32,4,1,9,117623,16,9.1900,11.3550,1789830009.5959
32,4,1,10,105424,16,8.4380,10.5750,1789830021.4494
32,4,1,11,122673,16,9.2990,11.5540,1789830034.3352
32,4,1,12,134054,16,11.4560,14.0890,1789830049.7087
32,4,1,13,185222,16,13.6960,17.1200,1789830068.4542
32,4,1,14,158229,16,12.4960,15.5170,1789830085.7935
32,4,1,15,392802,32,33.8580,41.5470,1789830128.6897
32,4,1,16,252181,16,21.8620,26.6370,1789830156.6988
32,5,1,1,30138,8,3.5960,5.0920,1789830503.4653
32,5,1,2,48544,14,4.6930,6.0440,1789830511.0003
32,5,1,3,63330,16,5.4460,6.9040,1789830519.7690
32,5,1,4,55816,14,5.8360,7.4460,1789830528.3146
32,5,1,5,77592,16,6.5150,8.1060,1789830537.8552
32,5,1,6,65532,15,5.9070,7.5590,1789830546.9675
32,5,1,7,108597,16,8.6040,10.7540,1789830558.9754
32,5,1,8,85795,16,7.3400,9.0480,1789830569.1126
32,5,1,9,131482,16,10.6500,13.4730,1789830583.7125
32,5,1,10,204195,16,17.1610,21.0550,1789830607.1414
32,5,1,11,153292,16,11.8070,14.6400,1789830623.6063
32,5,1,12,173147,16,13.7840,16.9390,1789830642.2197
32,5,1,13,366120,32,30.9960,38.1340,1789830682.2786
32,5,1,14,191602,16,14.4930,18.0780,1789830702.1248
32,5,1,15,54419,8,4.5410,5.6050,1789830709.8138
32,6,1,1,62576,16,5.3380,6.8180,1789831078.6287
32,6,1,2,56902,15,6.0490,7.4510,1789831087.2215
32,6,1,3,75592,16,6.1630,7.6980,1789831096.9618
32,6,1,4,64062,14,5.8780,7.9360,1789831106.6344
32,6,1,5,81505,16,7.5890,9.3330,1789831117.1569
32,6,1,6,108114,16,8.4360,10.8840,1789831129.3668
32,6,1,7,94212,15,8.3290,10.3310,1789831140.9094
32,6,1,8,134094,16,11.4830,13.9530,1789831156.5356
32,6,1,9,164115,16,12.9280,16.0100,1789831174.0121
32,6,1,10,145480,16,11.4010,14.0830,1789831190.0113
32,6,1,11,109489,16,9.4530,11.7730,1789831203.1085
32,6,1,12,124527,16,9.7580,12.0890,1789831216.3618
32,6,1,13,130555,16,9.9820,12.4380,1789831231.0609
32,6,1,14,346368,32,27.5740,34.1670,1789831266.5727
32,6,1,15,479106,32,41.8600,51.1570,1789831319.6643
32,7,1,1,55594,16,5.7010,7.7850,1789831698.2819
32,7,1,2,61785,16,5.8630,8.1510,1789831708.3456
32,7,1,3,51966,13,4.7260,6.3270,1789831716.9360
32,7,1,4,70569,16,6.1480,8.1710,1789831726.9814
32,7,1,5,76821,16,7.1690,9.3690,1789831738.4015
32,7,1,6,89435,16,6.9140,8.8240,1789831748.6750
32,7,1,7,103517,16,8.0580,10.0080,1789831760.0221
32,7,1,8,80720,15,7.0010,8.8320,1789831770.1802
32,7,1,9,108782,15,8.2330,10.3260,1789831782.7607
32,7,1,10,145566,16,12.3980,15.6010,1789831799.5540
32,7,1,11,146364,16,11.7620,14.6310,1789831815.5461
32,7,1,12,169924,16,13.2580,16.4130,1789831834.3536
32,7,1,13,332003,32,28.2640,34.6510,1789831870.2376
32,7,1,14,186098,16,14.9300,18.4630,1789831890.3843
32,7,1,15,99965,8,8.8860,10.8320,1789831902.4215
32,7,1,16,157959,8,13.3150,16.3550,1789831921.4355
32,8,1,1,68987,15,5.8920,7.9320,1789832365.6456
32,8,1,2,108311,16,9.1280,11.4270,1789832378.8427
32,8,1,3,103009,16,8.4770,10.5840,1789832390.7385
32,8,1,4,137786,16,11.0380,13.8550,1789832405.9198
32,8,1,5,90133,16,7.4290,9.2470,1789832416.8410
32,8,1,6,174725,16,15.2200,18.5740,1789832437.4350
32,8,1,7,141503,16,10.8590,13.5140,1789832452.0631
32,8,1,8,442778,32,36.8900,45.4220,1789832499.1108
32,8,1,9,207811,16,17.6170,21.5880,1789832522.2369
32,9,1,1,70372,15,7.1070,8.6870,1789832916.1803
32,9,1,2,71208,15,6.0250,7.5920,1789832924.9292
32,9,1,3,80910,16,6.5690,8.6540,1789832934.8555
32,9,1,4,114324,16,8.7820,10.8630,1789832946.9478
32,9,1,5,99004,15,7.8530,9.7710,1789832957.8830
32,9,1,6,115129,16,9.1030,11.4460,1789832971.3776
32,9,1,7,72662,14,6.0930,7.7100,1789832980.6803
32,9,1,8,126640,16,10.8960,13.4370,1789832995.4943
32,9,1,9,172177,16,13.7090,16.9690,1789833013.9516
32,9,1,10,181701,16,14.9250,18.2900,1789833033.5358
32,9,1,11,437991,32,36.8440,45.2200,1789833080.2995
32,9,1,12,162509,16,12.8180,15.8990,1789833097.4829
32,9,1,13,59174,8,5.2740,6.7280,1789833105.7540
32,10,1,1,55032,14,5.4540,6.8960,1789833549.5133
32,10,1,2,54149,15,5.7630,7.2830,1789833558.0237
32,10,1,3,53191,14,5.0450,7.2500,1789833566.9368
32,10,1,4,80169,16,7.2540,9.0000,1789833577.1961
32,10,1,5,81018,15,6.5220,8.4200,1789833587.5394
32,10,1,6,127492,16,9.6510,12.1590,1789833600.8505
32,10,1,7,123956,16,10.4790,12.8300,1789833614.9214
32,10,1,8,104073,15,9.8780,11.9500,1789833628.0086
32,10,1,9,166056,16,13.8930,17.0740,1789833646.4937
32,10,1,10,190494,16,16.2190,19.8880,1789833668.7543
32,10,1,11,225320,16,19.5340,23.8960,1789833694.1189
32,10,1,12,174995,16,14.1640,17.3700,1789833712.7676
32,10,1,13,452543,32,40.6210,49.5430,1789833763.6929
32,10,1,14,186107,16,15.5420,19.1320,1789833784.2383
32,11,1,1,27890,9,3.1070,4.9260,1789834136.3400
32,11,1,2,35237,13,4.5140,5.7110,1789834143.8101
32,11,1,3,32563,10,3.6590,4.7040,1789834150.0658
32,11,1,4,42671,13,4.6370,6.2660,1789834158.1160
32,11,1,5,41143,12,3.8380,5.0520,1789834164.7379
32,11,1,6,38999,12,4.6050,5.8720,1789834171.6613
32,11,1,7,41998,12,3.8580,5.0170,1789834177.7224
32,11,1,8,45586,13,4.3240,5.4950,1789834186.2527
32,11,1,9,58812,15,4.8530,6.2600,1789834194.3149
32,11,1,10,53928,15,5.4410,7.0130,1789834202.8580
32,11,1,11,79247,16,6.7290,8.4720,1789834213.1939
32,11,1,12,84613,16,6.7920,8.5620,1789834223.4839
32,11,1,13,96614,16,7.3170,9.1620,1789834233.8838
32,11,1,14,78276,14,6.1530,7.6520,1789834243.0325
32,11,1,15,151538,16,11.9230,14.7910,1789834259.1220
32,11,1,16,125807,16,10.2040,12.6280,1789834273.7482
32,11,1,17,143053,16,10.9940,13.7080,1789834289.5200
32,11,1,18,195539,16,16.2280,20.2160,1789834312.0899
32,11,1,19,201809,16,16.3630,20.1140,1789834333.8935
32,11,1,20,401123,32,32.4820,40.1310,1789834375.6068
32,11,1,21,247961,16,20.6850,25.5190,1789834402.7548
32,12,1,1,23769,7,3.3780,4.1370,1789834770.0038
32,12,1,2,25066,7,2.6420,3.5490,1789834775.1743
32,12,1,3,29226,9,3.3820,4.3560,1789834781.0535
32,12,1,4,33570,10,3.8020,5.1790,1789834787.8473
32,12,1,5,39062,13,4.3650,5.7190,1789834794.7740
32,12,1,6,48702,14,4.8510,6.2680,1789834802.1612
32,12,1,7,73662,16,5.8860,7.5510,1789834810.9099
32,12,1,8,63685,15,5.7050,7.1140,1789834819.9197
32,12,1,9,77302,16,6.5290,8.2470,1789834829.5595
32,12,1,10,99284,16,7.6870,9.9100,1789834841.1935
32,12,1,11,121807,16,10.2650,12.5450,1789834855.3145
32,12,1,12,134909,16,11.6030,14.1160,1789834871.0310
32,12,1,13,131424,16,10.4570,12.9390,1789834886.0427
32,12,1,14,104684,16,8.3000,10.4130,1789834898.0416
32,12,1,15,155840,16,13.8520,16.7080,1789834915.9255
32,12,1,16,163689,16,13.6480,16.6940,1789834934.2440
32,12,1,17,135064,16,11.1350,13.7740,1789834950.1536
32,12,1,18,373883,32,30.8370,38.0250,1789834989.6261
32,12,1,19,204868,16,16.9560,21.0800,1789835012.2833
32,12,1,20,173755,8,15.0720,18.3930,1789835032.3251
32,13,1,1,44890,13,4.1420,5.4010,1789835404.1581
32,13,1,2,46515,13,4.0860,5.2590,1789835410.5528
32,13,1,3,51931,14,4.5000,5.7790,1789835417.3851
32,13,1,4,61109,16,6.3070,7.9010,1789835431.0865
32,13,1,5,60662,14,5.3210,7.0470,1789835440.1864
32,13,1,6,56991,13,5.2700,6.6280,1789835447.9947
32,13,1,7,54491,14,6.0660,7.5740,1789835456.7645
32,13,1,8,78859,14,6.3870,8.0040,1789835466.2186
32,13,1,9,107331,16,8.0040,10.1940,1789835478.0975
32,13,1,10,92401,16,8.3660,10.2410,1789835489.5213
32,13,1,11,102830,16,8.5330,10.4910,1789835501.7914
32,13,1,12,99947,16,7.8690,9.8910,1789835512.8455
32,13,1,13,140768,16,10.6820,13.4110,1789835527.8274
32,13,1,14,169885,16,13.7270,16.8590,1789835545.9528
32,13,1,15,121847,16,10.5080,13.0240,1789835561.2520
32,13,1,16,324353,32,28.3910,34.7750,1789835597.3613
32,13,1,17,139784,16,11.4950,14.0910,1789835612.6576
32,13,1,18,125919,8,11.3220,13.5930,1789835627.6610
32,13,1,19,127202,8,10.0570,12.3970,1789835642.6841
32,14,1,1,15266,4,2.1820,2.6570,1789835992.4917
32,14,1,2,20196,6,2.7800,3.6530,1789835997.2956
32,14,1,3,23971,7,3.1490,4.3190,1789836002.8046
32,14,1,4,34424,11,4.1370,5.1240,1789836009.4009
32,14,1,5,32400,10,3.1390,4.3350,1789836014.8166
32,14,1,6,47672,16,4.9450,6.5180,1789836023.2313
32,14,1,7,51353,15,4.7100,6.0590,1789836030.7024
32,14,1,8,48836,13,4.5710,5.7570,1789836038.1464
32,14,1,9,54010,15,5.2730,6.8420,1789836046.2487
32,14,1,10,58635,15,7.0190,8.5900,1789836055.9628
32,14,1,11,52257,15,5.5430,7.0830,1789836064.1980
32,14,1,12,69120,16,6.6340,9.0370,1789836074.5943
32,14,1,13,63505,14,5.3590,7.3580,1789836084.0696
32,14,1,14,65199,16,6.7250,8.2580,1789836093.5979
32,14,1,15,84169,16,7.4480,9.0250,1789836104.0866
32,14,1,16,68273,16,5.8140,7.8400,1789836113.7162
32,14,1,17,68845,15,6.2850,8.1550,1789836124.1471
32,14,1,18,82609,16,6.7160,8.8610,1789836134.3035
32,14,1,19,124319,16,9.9400,12.2560,1789836147.7408
32,14,1,20,99788,16,8.0150,10.0260,1789836158.9547
32,14,1,21,128626,16,10.2970,12.9590,1789836173.1211
32,14,1,22,155325,16,12.0560,14.9410,1789836189.9691
32,14,1,23,139308,16,10.9670,13.9570,1789836205.5589
32,14,1,24,209971,16,16.9970,21.0040,1789836228.8807
32,14,1,25,342988,32,27.5610,34.2240,1789836264.4554
32,14,1,26,196867,16,18.6750,22.6030,1789836288.3676
32,14,1,27,108670,8,9.3060,11.4170,1789836301.1170
32,14,1,28,146069,8,13.6930,16.4160,1789836321.2322
32,15,1,1,172263,16,15.0350,19.1630,1789836766.1650
32,15,1,2,153245,16,12.6370,15.5960,1789836783.2482
32,15,1,3,276328,32,23.6070,28.8880,1789836813.4350
32,15,1,4,189006,16,15.0760,18.6360,1789836834.3454
32,15,1,5,124721,8,10.8770,13.1940,1789836850.0615
32,15,1,6,130887,8,11.4600,13.9920,1789836865.4896
32,16,1,1,93586,16,7.6390,10.0470,1789837308.4641
32,16,1,2,84182,15,7.5280,9.2260,1789837319.0440
32,16,1,3,129961,16,10.2560,12.6290,1789837333.1103
32,16,1,4,124461,16,9.9700,12.3430,1789837347.2267
32,16,1,5,132822,16,11.5570,14.1840,1789837362.9623
32,16,1,6,171357,16,13.6650,16.8130,1789837381.7538
32,16,1,7,202604,16,15.7090,19.5140,1789837403.0871
32,16,1,8,414484,32,33.8320,41.7800,1789837446.3043
32,16,1,9,282753,16,25.9690,31.5330,1789837479.7982
32,17,1,1,70088,16,6.0670,8.5180,1789837952.5059
32,17,1,2,65389,14,5.8540,7.9050,1789837961.9896
32,17,1,3,75582,16,7.4160,9.1450,1789837972.4645
32,17,1,4,77682,16,6.5920,8.5150,1789837982.8397
32,17,1,5,106201,16,8.2080,10.6020,1789837994.9183
32,17,1,6,100155,16,8.5560,10.6600,1789838007.1891
32,17,1,7,125199,16,10.4250,13.2450,1789838021.7238
32,17,1,8,99536,15,8.9820,11.1180,1789838034.1022
32,17,1,9,142806,16,11.8480,14.7150,1789838050.5795
32,17,1,10,162250,16,13.6370,16.7310,1789838069.4335
32,17,1,11,205429,16,18.4220,22.3680,1789838093.1458
32,17,1,12,258193,16,22.5670,27.5560,1789838122.2019
32,17,1,13,361311,32,30.7970,37.6660,1789838161.4967
32,17,1,14,199792,16,16.9750,20.8560,1789838184.3305
32,18,1,1,42416,14,4.8180,6.9150,1789838577.3089
32,18,1,2,49341,16,5.4220,7.0180,1789838585.4241
32,18,1,3,37539,10,3.6010,4.9690,1789838591.5439
32,18,1,4,54441,14,4.9920,6.7890,1789838600.0593
32,18,1,5,59170,16,5.7220,7.3530,1789838608.5850
32,18,1,6,68780,14,5.4020,7.4360,1789838618.0248
32,18,1,7,86533,16,8.1860,9.9700,1789838629.2114
32,18,1,8,116508,16,8.6900,10.8780,1789838641.3928
32,18,1,9,82848,16,7.1930,9.0370,1789838651.8732
32,18,1,10,92890,16,7.2700,9.1500,1789838662.1878
32,18,1,11,145374,16,11.2070,13.8620,1789838678.0879
32,18,1,12,133630,16,10.7070,13.3590,1789838693.5806
32,18,1,13,165125,16,13.4510,16.5180,1789838711.6079
32,18,1,14,166415,16,14.3080,17.3670,1789838730.4060
32,18,1,15,425756,32,36.3720,44.4670,1789838776.4165
32,18,1,16,213274,16,17.2200,21.2010,1789838799.6492
32,18,1,17,96007,8,8.1790,10.0060,1789838811.2087
32,19,1,1,113914,16,10.4070,12.8070,1789839287.4979
32,19,1,2,127812,16,10.8940,13.4300,1789839302.3167
32,19,1,3,174005,16,14.5880,17.9260,1789839322.6234
32,19,1,4,181380,16,14.2190,17.6220,1789839342.1939
32,19,1,5,381182,32,34.4080,41.9920,1789839385.6581
32,19,1,6,209271,16,16.9790,20.9660,1789839407.9749
32,0,2,1,12000,4,5.5180,10.8480,1789827452.4274
32,0,2,2,24912,8,5.7280,6.8980,1789827461.0072
32,0,2,3,26914,8,3.1060,4.2660,1789827466.3625
32,0,2,4,36404,13,4.6230,6.1540,1789827474.2213
32,0,2,5,34991,11,3.7420,4.8610,1789827480.3755
32,0,2,6,38190,12,3.6530,5.5590,1789827487.7177
32,0,2,7,45157,15,4.4740,5.7980,1789827494.8374
32,0,2,8,40554,12,3.6530,5.0680,1789827501.5459
32,0,2,9,47500,15,4.5210,6.1500,1789827509.4801
32,0,2,10,45862,14,4.5660,6.0410,1789827516.6580
32,0,2,11,48145,14,4.9970,6.4240,1789827524.2519
32,0,2,12,59114,14,5.2220,6.6620,1789827532.8514
32,0,2,13,69999,16,6.7290,8.4010,1789827542.3568
32,0,2,14,63522,16,5.7930,7.4700,1789827551.7445
32,0,2,15,75042,16,7.1160,9.7940,1789827562.6429
32,0,2,16,86036,16,7.4370,9.2050,1789827573.0740
32,0,2,17,90432,15,7.3770,9.1630,1789827583.4356
32,0,2,18,86049,16,7.1130,8.9190,1789827594.2475
32,0,2,19,121686,16,9.5370,11.7580,1789827607.1559
32,0,2,20,163092,16,12.4190,15.9110,1789827624.2992
32,0,2,21,183594,16,14.8440,18.6490,1789827644.4825
32,0,2,22,156624,16,13.4360,16.4020,1789827662.1828
32,0,2,23,170426,16,14.1150,17.2690,1789827680.5701
32,0,2,24,445657,32,36.3060,44.9220,1789827727.1659
32,0,2,25,157705,16,14.2000,17.4680,1789827746.6274
32,0,2,26,106009,8,9.2960,11.3490,1789827759.2227
32,1,2,1,13622,4,2.5000,2.9580,1789828080.1188
32,1,2,2,26835,8,2.9190,4.0020,1789828085.3567
32,1,2,3,31490,10,3.5790,4.7850,1789828091.4446
32,1,2,4,26691,8,3.8860,4.7010,1789828097.5000
32,1,2,5,35907,11,3.8400,4.9580,1789828104.1604
32,1,2,6,36337,11,5.0940,6.3720,1789828111.8104
32,1,2,7,45927,15,5.2130,7.2770,1789828120.6475
32,1,2,8,43689,14,5.6040,7.0200,1789828128.7947
32,1,2,9,33050,9,3.1810,4.1400,1789828134.0721
32,1,2,10,60465,15,6.2850,8.4070,1789828144.2275
32,1,2,11,60440,15,5.4050,7.1010,1789828153.1981
32,1,2,12,52610,15,5.3640,6.8850,1789828161.1400
32,1,2,13,67478,15,6.4780,8.0470,1789828170.2929
32,1,2,14,74744,16,6.2970,7.9720,1789828179.3642
32,1,2,15,49179,12,5.0860,6.3880,1789828187.4591
32,1,2,16,102651,16,9.1410,11.1160,1789828199.6771
32,1,2,17,91848,16,7.2510,9.1290,1789828210.4179
32,1,2,18,120277,16,9.6210,11.8820,1789828224.2882
32,1,2,19,128516,16,10.4510,12.8670,1789828239.3763
32,1,2,20,130383,16,9.9600,12.4890,1789828253.5347
32,1,2,21,145391,16,11.7170,14.3930,1789828270.0499
32,1,2,22,122807,16,9.9240,12.2540,1789828283.4603
32,1,2,23,338545,32,28.6800,35.3490,1789828320.1297
32,1,2,24,207606,16,16.1320,20.0610,1789828342.0523
32,1,2,25,113414,8,11.2570,13.4710,1789828357.6483
32,2,2,1,52246,14,5.1310,6.5480,1789828727.5808
32,2,2,2,51180,12,4.4530,5.8110,1789828734.5598
32,2,2,3,68756,16,5.9460,7.5930,1789828743.6060
32,2,2,4,67177,16,6.1410,7.9350,1789828753.3714
32,2,2,5,79141,16,7.9580,9.9570,1789828764.8351
32,2,2,6,86150,15,7.7010,9.7090,1789828776.1883
32,2,2,7,90360,16,7.1310,8.9230,1789828786.4229
32,2,2,8,94546,16,7.5160,9.8620,1789828797.4308
32,2,2,9,123961,16,9.7900,12.0760,1789828810.9053
32,2,2,10,166999,16,12.8200,15.8900,1789828828.6324
32,2,2,11,147835,16,13.5640,16.3180,1789828846.7428
32,2,2,12,116913,16,9.4080,11.6450,1789828859.7524
32,2,2,13,138595,16,11.5420,14.1330,1789828875.0250
32,2,2,14,211960,16,18.5040,22.5270,1789828898.8390
32,2,2,15,454995,32,39.4450,48.4310,1789828949.5264
32,2,2,16,215734,16,17.5960,21.6780,1789828973.4213
32,3,2,1,26757,8,2.5810,3.9170,1789829344.1787
32,3,2,2,40224,12,3.7570,5.1240,1789829350.7620
32,3,2,3,46922,15,4.7820,6.1070,1789829358.0636
32,3,2,4,61148,16,5.6280,7.2550,1789829366.5553
32,3,2,5,60768,15,5.8750,7.9070,1789829376.4801
32,3,2,6,81571,16,7.8990,9.6200,1789829387.2343
32,3,2,7,98619,16,7.7200,9.6140,1789829398.9549
32,3,2,8,77586,16,6.8340,8.5590,1789829408.6417
32,3,2,9,130030,16,10.0190,12.3850,1789829422.9170
32,3,2,10,94653,15,8.3830,10.6020,1789829434.8276
32,3,2,11,144145,16,10.9430,13.6410,1789829450.1010
32,3,2,12,144343,16,11.1590,13.8850,1789829465.3190
32,3,2,13,135110,16,11.7660,14.4050,1789829481.0270
32,3,2,14,177126,16,16.0290,19.3120,1789829501.8740
32,3,2,15,342062,32,28.2450,34.7850,1789829538.0400
32,3,2,16,223744,16,19.5200,23.8330,1789829563.9442
32,3,2,17,76477,8,7.1400,8.6000,1789829573.8135
32,4,2,1,13804,4,1.7210,2.6260,1789829903.4220
32,4,2,2,26080,8,2.6230,3.3490,1789829908.6608
32,4,2,3,28583,8,3.0310,3.7750,1789829913.9535
32,4,2,4,34873,12,4.4100,5.8560,1789829921.2157
32,4,2,5,35097,10,3.9220,4.9720,1789829927.3597
32,4,2,6,30171,9,3.7170,4.6310,1789829933.0892
32,4,2,7,38743,13,4.5030,5.8380,1789829940.4087
32,4,2,8,44299,13,4.5070,5.9140,1789829947.6987
32,4,2,9,39015,10,3.4910,4.5590,1789829954.0718
32,4,2,10,44879,12,4.6030,6.2150,1789829961.8006
32,4,2,11,66766,16,6.0850,7.8190,1789829970.7226
32,4,2,12,66799,15,5.7190,7.8980,1789829980.1823
32,4,2,13,63625,15,5.9810,7.5430,1789829988.8834
32,4,2,14,107026,16,8.3750,10.8420,1789830001.2302
32,4,2,15,104817,16,8.2570,10.3810,1789830013.2354
32,4,2,16,172107,16,13.8590,17.1110,1789830031.8130
32,4,2,17,157313,16,12.5320,15.4280,1789830049.0427
32,4,2,18,129269,16,11.8890,14.5030,1789830064.8008
32,4,2,19,133745,16,10.8040,13.5650,1789830079.8334
32,4,2,20,466618,32,40.6630,49.7420,1789830131.0003
32,4,2,21,223194,16,18.9880,23.3220,1789830155.8224
32,5,2,1,62881,16,7.0980,9.1530,1789830522.1242
32,5,2,2,67759,16,6.6360,8.2960,1789830531.5486
32,5,2,3,77323,16,6.8980,8.6170,1789830541.3206
32,5,2,4,103647,16,8.7380,10.7380,1789830553.5336
32,5,2,5,87531,16,7.2390,9.0080,1789830564.5450
32,5,2,6,144050,16,10.8400,13.4540,1789830579.3560
32,5,2,7,105511,16,8.4960,10.5440,1789830591.0704
32,5,2,8,134343,16,11.2770,13.9090,1789830606.9786
32,5,2,9,115426,16,10.2150,12.4420,1789830620.9801
32,5,2,10,150148,16,12.8920,15.6690,1789830637.8320
32,5,2,11,343558,32,28.1060,34.8870,1789830674.9841
32,5,2,12,117699,16,10.0260,12.4250,1789830688.6298
32,5,2,13,100835,8,7.6070,9.4420,1789830700.2172
32,5,2,14,119074,8,10.1660,12.3630,1789830715.1416
32,6,2,1,77957,15,6.4910,8.2640,1789831099.6403
32,6,2,2,96226,16,7.4340,9.3500,1789831110.8829
32,6,2,3,84478,15,6.8280,8.5510,1789831120.6049
32,6,2,4,102526,16,8.4040,10.3890,1789831132.1928
32,6,2,5,138848,16,11.0330,13.6200,1789831147.5155
32,6,2,6,119184,16,8.9810,11.6440,1789831160.6320
32,6,2,7,97079,16,8.1800,10.2350,1789831172.0700
32,6,2,8,165771,16,13.6860,16.8400,1789831190.1309
32,6,2,9,108577,16,9.2090,11.4590,1789831202.8784
32,6,2,10,103289,16,8.5610,10.6960,1789831214.8217
32,6,2,11,147408,16,12.0040,14.7580,1789831230.7611
32,6,2,12,103583,16,8.4210,10.4540,1789831242.3679
32,6,2,13,371974,32,30.0340,37.1350,1789831281.4221
32,6,2,14,211440,16,17.0740,21.1110,1789831304.1159
32,6,2,15,114168,8,9.8250,11.9680,1789831318.4957
32,7,2,1,58108,15,5.4560,7.0080,1789831717.8426
32,7,2,2,80323,16,6.6900,8.7400,1789831727.9326
32,7,2,3,86658,15,8.0950,9.8510,1789831739.3733
32,7,2,4,113172,16,9.2320,11.3260,1789831751.9024
32,7,2,5,87462,16,7.2820,9.1550,1789831762.1998
32,7,2,6,91453,14,7.7890,9.6860,1789831773.0450
32,7,2,7,112717,16,9.0350,11.7010,1789831786.2847
32,7,2,8,142521,16,11.0250,13.6840,1789831801.1678
32,7,2,9,158814,16,12.7230,15.6330,1789831818.4817
32,7,2,10,158998,16,13.0790,16.0600,1789831836.4876
32,7,2,11,405676,32,34.6480,42.7750,1789831881.3584
32,7,2,12,178560,16,16.1600,19.5840,1789831902.1497
32,7,2,13,113699,8,10.0560,12.2720,1789831916.1101
32,8,2,1,21766,6,1.9240,2.4950,1789832292.4655
32,8,2,2,21660,6,3.7910,4.3350,1789832297.8202
32,8,2,3,30512,9,3.0790,3.8830,1789832303.0145
32,8,2,4,24449,7,2.4280,3.1190,1789832307.1506
32,8,2,5,34839,11,3.7820,5.2490,1789832313.5156
32,8,2,6,35458,10,4.3370,5.4790,1789832320.4404
32,8,2,7,59991,16,5.7810,7.4410,1789832329.0144
32,8,2,8,63130,15,5.4850,7.2820,1789832338.0100
32,8,2,9,64884,16,6.7340,8.4550,1789832347.5723
32,8,2,10,91341,16,7.8130,9.6280,1789832358.3501
32,8,2,11,88938,16,7.3060,9.6050,1789832369.5639
32,8,2,12,106089,16,9.4190,11.4290,1789832382.1403
32,8,2,13,76028,14,7.5310,9.2140,1789832392.6623
32,8,2,14,119857,16,9.6080,11.9280,1789832406.4136
32,8,2,15,148724,16,13.0670,15.9630,1789832423.6201
32,8,2,16,167045,16,14.0180,17.2060,1789832442.1804
32,8,2,17,358976,32,30.3550,37.2420,1789832481.0546
32,8,2,18,236973,16,19.3030,23.8020,1789832506.3008
32,8,2,19,101681,8,8.5610,10.4530,1789832518.1943
32,9,2,1,120754,16,10.4730,13.1580,1789832992.1737
32,9,2,2,160507,16,12.8720,15.8180,1789833009.9595
32,9,2,3,222341,16,17.6610,21.9450,1789833033.4049
32,9,2,4,399531,32,32.7460,40.2320,1789833075.9104
32,9,2,5,162195,16,13.8150,16.9380,1789833094.3059
32,9,2,6,75046,8,6.1350,7.5330,1789833103.1305
32,9,2,7,120394,8,10.2900,12.5070,1789833117.0899
32,10,2,1,124997,16,9.9450,13.1130,1789833598.9536
32,10,2,2,139806,16,11.0410,13.6230,1789833614.9717
32,10,2,3,149094,16,11.3760,14.1200,1789833631.1670
32,10,2,4,142443,16,11.5280,14.2500,1789833646.6662
32,10,2,5,123078,16,10.1630,12.5890,1789833660.4716
32,10,2,6,195342,16,16.1580,20.1870,1789833682.3626
32,10,2,7,155090,16,13.1470,16.0670,1789833699.8183
32,10,2,8,175813,16,15.5580,18.9250,1789833720.0216
32,10,2,9,395056,32,33.6600,41.2750,1789833763.3102
32,10,2,10,267097,16,24.0550,29.3970,1789833794.7422
32,11,2,1,91067,16,7.7190,9.4410,1789834207.9844
32,11,2,2,90082,16,6.9360,8.8570,1789834218.3273
32,11,2,3,84880,16,7.0990,9.3500,1789834228.9996
32,11,2,4,105635,16,8.5270,10.5330,1789834240.6979
32,11,2,5,86459,15,7.2520,9.1000,1789834251.5551
32,11,2,6,110174,16,9.3080,11.4720,1789834264.1621
32,11,2,7,142999,16,11.2830,13.8870,1789834279.8741
32,11,2,8,174190,16,14.8570,18.3460,1789834299.4947
32,11,2,9,152437,16,11.8420,14.6540,1789834315.6185
32,11,2,10,318639,32,25.9270,32.0960,1789834349.1709
32,11,2,11,185598,16,16.6600,20.2200,1789834370.8126
32,11,2,12,132380,8,12.3900,14.8750,1789834387.0616
32,11,2,13,136245,8,11.2150,13.8410,1789834402.5887
32,12,2,1,201473,16,17.3280,21.8280,1789834946.2769
32,12,2,2,331933,32,27.1840,33.5430,1789834981.2329
32,12,2,3,210637,16,18.5930,22.7330,1789835005.3573
32,12,2,4,114816,8,10.0010,12.2200,1789835019.2661
32,12,2,5,130600,8,10.3090,12.7330,1789835034.2308
32,13,2,1,151874,16,11.9030,14.7650,1789835526.4140
32,13,2,2,107508,16,9.1240,11.3730,1789835539.3499
32,13,2,3,135463,16,11.3210,13.9470,1789835554.6448
32,13,2,4,103085,16,8.8220,11.0190,1789835567.2582
32,13,2,5,342682,31,29.1830,35.8670,1789835604.7683
